AT4T27P2 - Pris - 5_5_411_50, movement around 25k ms
time=133267, red=48882, ir=55851
time=133287, red=48877, ir=55847
time=133307, red=48884, ir=55858
time=133327, red=48888, ir=55844
time=133347, red=48867, ir=55847
time=133367, red=48880, ir=55859
time=133387, red=48881, ir=55844
time=133407, red=48887, ir=55860
time=133427, red=48873, ir=55854
time=133447, red=48868, ir=55860
time=133467, red=48894, ir=55882
time=133487, red=48883, ir=55875
time=133507, red=48895, ir=55893
time=133527, red=48882, ir=55907
