AT4T27P2 - Pris - 5_5_411_50, movement around 25k ms
time=81241, red=48201, ir=55345
time=81261, red=48201, ir=55359
time=81281, red=48200, ir=55352
time=81301, red=48199, ir=55364
time=81321, red=48222, ir=55365
time=81341, red=48206, ir=55368
time=81361, red=48207, ir=55373
time=81381, red=48216, ir=55372
time=81401, red=48225, ir=55368
time=81421, red=48220, ir=55367
time=81441, red=48222, ir=55371
time=81461, red=48225, ir=55362
time=81481, red=48221, ir=55367
time=81501, red=48221, ir=55362
time=81521, red=48217, ir=55373
time=81541, red=48230, ir=55368
time=81561, red=48229, ir=55377
time=81581, red=48228, ir=55383
time=81601, red=48239, ir=55372
time=81621, red=48237, ir=55382
time=81641, red=48236, ir=55381
time=81661, red=48253, ir=55395
time=81681, red=48248, ir=55409
time=81701, red=48251, ir=55429
time=81721, red=48257, ir=55440
time=81741, red=48271, ir=55453
time=81761, red=48264, ir=55459
time=81781, red=48271, ir=55474
time=81801, red=48278, ir=55488
time=81821, red=48282, ir=55503
time=81841, red=48287, ir=55496
time=81861, red=48261, ir=55510
time=81881, red=48266, ir=55517
time=81901, red=48267, ir=55508
time=81921, red=48274, ir=55529
time=81941, red=48273, ir=55520
HR=103, SP=94
time=81961, red=48267, ir=55530
time=81981, red=48282, ir=55530
time=82001, red=48262, ir=55540
time=82021, red=48261, ir=55539
time=82041, red=48274, ir=55530
time=82061, red=48279, ir=55542
time=82081, red=48264, ir=55527
time=82101, red=48256, ir=55541
time=82121, red=48242, ir=55538
time=82141, red=48253, ir=55546
time=82161, red=48268, ir=55544
time=82181, red=48261, ir=55555
time=82201, red=48243, ir=55569
time=82221, red=48233, ir=55567
time=82241, red=48244, ir=55558
time=82261, red=48245, ir=55543
time=82281, red=48234, ir=55516
time=82301, red=48222, ir=55494
time=82321, red=48212, ir=55465
time=82341, red=48208, ir=55441
time=82361, red=48181, ir=55403
time=82381, red=48189, ir=55389
time=82401, red=48172, ir=55367
time=82421, red=48182, ir=55341
time=82441, red=48169, ir=55308
time=82461, red=48160, ir=55284
time=82481, red=48164, ir=55257
time=82501, red=48167, ir=55251
time=82521, red=48161, ir=55245
time=82541, red=48171, ir=55239
time=82561, red=48185, ir=55238
time=82581, red=48182, ir=55216
time=82601, red=48190, ir=55221
time=82621, red=48191, ir=55233
time=82641, red=48202, ir=55229
time=82661, red=48216, ir=55227
time=82681, red=48233, ir=55253
time=82701, red=48234, ir=55274
time=82721, red=48245, ir=55291
time=82741, red=48260, ir=55297
time=82761, red=48267, ir=55319
time=82781, red=48264, ir=55316
time=82801, red=48266, ir=55317
time=82821, red=48252, ir=55313
time=82841, red=48252, ir=55328
time=82861, red=48260, ir=55337
time=82881, red=48257, ir=55341
time=82901, red=48263, ir=55342
time=82921, red=48269, ir=55358
time=82941, red=48277, ir=55373
time=82961, red=48279, ir=55386
time=82981, red=48278, ir=55381
time=83001, red=48280, ir=55384
time=83021, red=48278, ir=55388
time=83041, red=48285, ir=55408
time=83060, red=48292, ir=55438
time=83080, red=48290, ir=55442
time=83100, red=48293, ir=55466
time=83120, red=48293, ir=55457
time=83140, red=48296, ir=55471
time=83160, red=48295, ir=55470
time=83180, red=48293, ir=55482
time=83200, red=48297, ir=55509
time=83220, red=48311, ir=55517
time=83240, red=48306, ir=55526
time=83260, red=48314, ir=55540
time=83280, red=48315, ir=55536
time=83300, red=48310, ir=55543
time=83320, red=48314, ir=55576
time=83340, red=48283, ir=55569
time=83360, red=48299, ir=55562
time=83380, red=48310, ir=55578
time=83400, red=48294, ir=55582
time=83420, red=48305, ir=55575
time=83440, red=48314, ir=55614
time=83460, red=48310, ir=55632
time=83480, red=48323, ir=55639
time=83500, red=48324, ir=55656
time=83520, red=48321, ir=55657
time=83540, red=48322, ir=55652
time=83560, red=48306, ir=55664
time=83580, red=48306, ir=55664
time=83600, red=48314, ir=55678
time=83620, red=48304, ir=55680
time=83640, red=48317, ir=55681
time=83660, red=48291, ir=55682
time=83680, red=48301, ir=55680
time=83700, red=48287, ir=55644
time=83720, red=48260, ir=55608
time=83740, red=48246, ir=55574
time=83760, red=48237, ir=55547
time=83780, red=48218, ir=55497
time=83800, red=48205, ir=55476
time=83820, red=48194, ir=55446
time=83840, red=48198, ir=55431
time=83860, red=48196, ir=55411
time=83880, red=48201, ir=55394
time=83900, red=48194, ir=55349
time=83920, red=48179, ir=55354
time=83940, red=48202, ir=55334
HR=120, SP=94
time=83967, red=48205, ir=55332
time=83980, red=48181, ir=55302
time=84000, red=48179, ir=55286
time=84020, red=48182, ir=55286
time=84040, red=48200, ir=55302
time=84060, red=48214, ir=55300
time=84080, red=48225, ir=55314
time=84100, red=48219, ir=55320
time=84120, red=48237, ir=55324
time=84140, red=48232, ir=55326
time=84160, red=48237, ir=55336
time=84180, red=48243, ir=55356
time=84200, red=48237, ir=55352
time=84220, red=48251, ir=55363
time=84240, red=48255, ir=55366
time=84260, red=48251, ir=55375
time=84280, red=48253, ir=55366
time=84300, red=48251, ir=55352
time=84320, red=48240, ir=55364
time=84340, red=48242, ir=55363
time=84360, red=48241, ir=55368
time=84380, red=48250, ir=55365
time=84400, red=48235, ir=55386
time=84420, red=48255, ir=55408
time=84440, red=48264, ir=55417
time=84460, red=48258, ir=55431
time=84480, red=48257, ir=55427
time=84500, red=48263, ir=55426
time=84520, red=48257, ir=55434
time=84540, red=48255, ir=55447
time=84560, red=48258, ir=55450
time=84580, red=48265, ir=55473
time=84600, red=48253, ir=55481
time=84620, red=48272, ir=55502
time=84640, red=48278, ir=55515
time=84660, red=48268, ir=55541
time=84680, red=48289, ir=55556
time=84700, red=48277, ir=55569
time=84720, red=48277, ir=55560
time=84740, red=48283, ir=55557
time=84760, red=48280, ir=55552
time=84780, red=48272, ir=55582
time=84800, red=48291, ir=55578
time=84820, red=48285, ir=55596
time=84840, red=48287, ir=55591
time=84860, red=48270, ir=55613
time=84880, red=48267, ir=55613
time=84900, red=48263, ir=55599
time=84920, red=48273, ir=55612
time=84940, red=48271, ir=55620
time=84960, red=48269, ir=55609
time=84980, red=48266, ir=55629
time=85000, red=48279, ir=55658
time=85020, red=48284, ir=55677
time=85040, red=48287, ir=55679
time=85060, red=48286, ir=55677
time=85080, red=48286, ir=55682
time=85100, red=48278, ir=55685
time=85120, red=48261, ir=55669
time=85140, red=48262, ir=55667
time=85160, red=48241, ir=55649
time=85180, red=48239, ir=55640
time=85200, red=48230, ir=55627
time=85220, red=48219, ir=55600
time=85240, red=48218, ir=55582
time=85260, red=48196, ir=55566
time=85280, red=48188, ir=55519
time=85300, red=48173, ir=55506
time=85320, red=48164, ir=55491
time=85340, red=48173, ir=55467
time=85360, red=48175, ir=55437
time=85380, red=48153, ir=55421
time=85400, red=48149, ir=55406
time=85420, red=48169, ir=55396
time=85440, red=48175, ir=55394
time=85460, red=48174, ir=55397
time=85480, red=48184, ir=55397
time=85500, red=48187, ir=55418
time=85520, red=48203, ir=55420
time=85540, red=48195, ir=55423
time=85560, red=48204, ir=55411
time=85580, red=48203, ir=55425
time=85600, red=48215, ir=55422
time=85620, red=48202, ir=55439
time=85640, red=48230, ir=55459
time=85660, red=48236, ir=55479
time=85680, red=48247, ir=55497
time=85700, red=48241, ir=55514
time=85720, red=48246, ir=55527
time=85740, red=48258, ir=55546
time=85760, red=48247, ir=55541
time=85780, red=48269, ir=55566
time=85800, red=48259, ir=55580
time=85820, red=48279, ir=55588
time=85840, red=48284, ir=55606
time=85860, red=48290, ir=55611
time=85880, red=48260, ir=55599
time=85900, red=48258, ir=55582
time=85920, red=48267, ir=55570
time=85940, red=48267, ir=55583
HR=150, SP=96
time=85960, red=48250, ir=55593
time=85980, red=48256, ir=55601
time=86000, red=48264, ir=55624
time=86020, red=48275, ir=55639
time=86040, red=48276, ir=55638
time=86060, red=48265, ir=55662
time=86080, red=48270, ir=55648
time=86100, red=48277, ir=55657
time=86120, red=48266, ir=55677
time=86140, red=48270, ir=55685
time=86160, red=48299, ir=55719
time=86180, red=48280, ir=55724
time=86200, red=48289, ir=55712
time=86220, red=48276, ir=55718
time=86240, red=48277, ir=55710
time=86260, red=48270, ir=55709
time=86280, red=48254, ir=55716
time=86300, red=48248, ir=55702
time=86320, red=48254, ir=55699
time=86340, red=48230, ir=55692
time=86360, red=48221, ir=55683
time=86380, red=48225, ir=55679
time=86400, red=48232, ir=55681
time=86420, red=48214, ir=55673
time=86440, red=48231, ir=55706
time=86460, red=48232, ir=55714
time=86480, red=48230, ir=55724
time=86500, red=48211, ir=55737
time=86520, red=48223, ir=55729
time=86540, red=48222, ir=55756
time=86560, red=48218, ir=55772
time=86580, red=48225, ir=55756
time=86600, red=48235, ir=55763
time=86620, red=48215, ir=55740
time=86640, red=48209, ir=55733
time=86660, red=48201, ir=55699
time=86680, red=48177, ir=55694
time=86700, red=48187, ir=55677
time=86720, red=48180, ir=55661
time=86740, red=48180, ir=55636
time=86760, red=48161, ir=55616
time=86780, red=48156, ir=55598
time=86799, red=48162, ir=55592
time=86819, red=48155, ir=55574
time=86839, red=48143, ir=55584
time=86859, red=48167, ir=55585
time=86879, red=48170, ir=55570
time=86899, red=48182, ir=55569
time=86919, red=48174, ir=55588
time=86939, red=48188, ir=55579
time=86959, red=48204, ir=55580
time=86979, red=48213, ir=55612
time=86999, red=48230, ir=55617
time=87019, red=48227, ir=55631
time=87039, red=48232, ir=55640
time=87059, red=48229, ir=55658
time=87079, red=48231, ir=55668
time=87099, red=48237, ir=55677
time=87119, red=48236, ir=55682
time=87139, red=48238, ir=55679
time=87159, red=48232, ir=55682
time=87179, red=48239, ir=55676
time=87199, red=48230, ir=55665
time=87219, red=48236, ir=55674
time=87239, red=48229, ir=55679
time=87259, red=48219, ir=55674
time=87279, red=48218, ir=55667
time=87299, red=48213, ir=55685
time=87319, red=48221, ir=55696
time=87339, red=48224, ir=55707
time=87359, red=48214, ir=55719
time=87379, red=48214, ir=55710
time=87399, red=48216, ir=55730
time=87419, red=48219, ir=55729
time=87439, red=48222, ir=55748
time=87459, red=48228, ir=55754
time=87479, red=48209, ir=55757
time=87499, red=48222, ir=55759
time=87519, red=48217, ir=55785
time=87539, red=48221, ir=55784
time=87559, red=48228, ir=55799
time=87579, red=48221, ir=55813
time=87599, red=48214, ir=55806
time=87619, red=48219, ir=55829
time=87639, red=48220, ir=55836
time=87659, red=48231, ir=55858
time=87679, red=48226, ir=55852
time=87699, red=48225, ir=55857
time=87719, red=48239, ir=55876
time=87739, red=48228, ir=55878
time=87759, red=48222, ir=55872
time=87779, red=48232, ir=55871
time=87799, red=48228, ir=55884
time=87819, red=48224, ir=55871
time=87839, red=48201, ir=55898
time=87859, red=48210, ir=55896
time=87879, red=48212, ir=55893
time=87899, red=48198, ir=55920
time=87919, red=48229, ir=55907
time=87939, red=48221, ir=55925
HR=133, SP=96
time=87964, red=48198, ir=55919
time=87979, red=48215, ir=55932
time=87999, red=48210, ir=55936
time=88019, red=48197, ir=55941
time=88039, red=48199, ir=55920
time=88059, red=48185, ir=55927
time=88079, red=48182, ir=55919
time=88099, red=48183, ir=55917
time=88119, red=48191, ir=55899
time=88139, red=48160, ir=55898
time=88159, red=48173, ir=55868
time=88179, red=48154, ir=55835
time=88199, red=48134, ir=55810
time=88219, red=48139, ir=55799
time=88239, red=48139, ir=55766
time=88259, red=48132, ir=55749
time=88279, red=48120, ir=55740
time=88299, red=48114, ir=55709
time=88319, red=48122, ir=55698
time=88339, red=48128, ir=55707
time=88359, red=48137, ir=55702
time=88379, red=48133, ir=55693
time=88399, red=48146, ir=55691
time=88419, red=48146, ir=55677
time=88439, red=48146, ir=55689
time=88459, red=48155, ir=55694
time=88479, red=48163, ir=55705
time=88499, red=48165, ir=55717
time=88519, red=48197, ir=55719
time=88539, red=48187, ir=55724
time=88559, red=48189, ir=55722
time=88579, red=48195, ir=55726
time=88599, red=48195, ir=55751
time=88619, red=48213, ir=55757
time=88639, red=48210, ir=55775
time=88659, red=48200, ir=55769
time=88679, red=48206, ir=55761
time=88699, red=48201, ir=55757
time=88719, red=48205, ir=55761
time=88739, red=48218, ir=55771
time=88759, red=48206, ir=55769
time=88779, red=48199, ir=55777
time=88799, red=48208, ir=55772
time=88819, red=48209, ir=55809
time=88839, red=48216, ir=55801
time=88859, red=48209, ir=55796
time=88879, red=48212, ir=55778
time=88899, red=48203, ir=55779
time=88919, red=48201, ir=55795
time=88939, red=48211, ir=55791
time=88959, red=48226, ir=55798
time=88979, red=48217, ir=55822
time=88999, red=48206, ir=55830
time=89019, red=48208, ir=55822
time=89039, red=48211, ir=55822
time=89059, red=48205, ir=55825
time=89079, red=48202, ir=55841
time=89099, red=48229, ir=55861
time=89119, red=48222, ir=55873
time=89139, red=48217, ir=55873
time=89159, red=48216, ir=55885
time=89179, red=48234, ir=55897
time=89199, red=48239, ir=55908
time=89219, red=48228, ir=55900
time=89239, red=48237, ir=55916
time=89259, red=48239, ir=55928
time=89279, red=48229, ir=55925
time=89299, red=48232, ir=55938
time=89319, red=48238, ir=55952
time=89339, red=48240, ir=55959
time=89359, red=48243, ir=55945
time=89379, red=48245, ir=55968
time=89399, red=48258, ir=55986
time=89419, red=48259, ir=55977
time=89439, red=48270, ir=55983
time=89459, red=48237, ir=55957
time=89479, red=48246, ir=55955
time=89499, red=48227, ir=55939
time=89519, red=48226, ir=55932
time=89539, red=48239, ir=55905
time=89559, red=48210, ir=55869
time=89579, red=48193, ir=55837
time=89599, red=48183, ir=55814
time=89619, red=48152, ir=55768
time=89639, red=48156, ir=55717
time=89659, red=48134, ir=55700
time=89679, red=48136, ir=55664
time=89699, red=48142, ir=55636
time=89719, red=48135, ir=55628
time=89739, red=48139, ir=55605
time=89759, red=48130, ir=55612
time=89779, red=48127, ir=55598
time=89799, red=48145, ir=55565
time=89819, red=48154, ir=55557
time=89839, red=48145, ir=55558
time=89859, red=48152, ir=55559
time=89879, red=48180, ir=55565
time=89899, red=48189, ir=55585
time=89919, red=48195, ir=55585
time=89939, red=48211, ir=55605
HR=83, SP=88
time=89959, red=48229, ir=55617
time=89979, red=48213, ir=55613
time=89999, red=48226, ir=55621
time=90019, red=48235, ir=55614
time=90039, red=48235, ir=55613
time=90059, red=48248, ir=55623
time=90079, red=48245, ir=55643
time=90099, red=48249, ir=55616
time=90119, red=48247, ir=55618
time=90139, red=48237, ir=55618
time=90159, red=48237, ir=55616
time=90179, red=48239, ir=55595
time=90199, red=48234, ir=55595
time=90219, red=48239, ir=55586
time=90239, red=48239, ir=55588
time=90259, red=48242, ir=55589
time=90279, red=48236, ir=55600
time=90299, red=48244, ir=55619
time=90319, red=48263, ir=55637
time=90339, red=48259, ir=55657
time=90359, red=48266, ir=55652
time=90379, red=48266, ir=55644
time=90399, red=48266, ir=55651
time=90419, red=48282, ir=55698
time=90438, red=48292, ir=55717
time=90458, red=48311, ir=55734
time=90478, red=48313, ir=55742
time=90498, red=48305, ir=55735
time=90518, red=48308, ir=55744
time=90538, red=48310, ir=55743
time=90558, red=48318, ir=55744
time=90578, red=48319, ir=55738
time=90598, red=48305, ir=55748
time=90618, red=48325, ir=55765
time=90638, red=48324, ir=55763
time=90658, red=48314, ir=55767
time=90678, red=48318, ir=55765
time=90698, red=48308, ir=55764
time=90718, red=48327, ir=55773
time=90738, red=48318, ir=55772
time=90758, red=48311, ir=55769
time=90778, red=48307, ir=55782
time=90798, red=48311, ir=55770
time=90818, red=48292, ir=55761
time=90838, red=48302, ir=55759
time=90858, red=48286, ir=55763
time=90878, red=48310, ir=55761
time=90898, red=48298, ir=55755
time=90918, red=48286, ir=55727
time=90938, red=48275, ir=55694
time=90958, red=48255, ir=55661
time=90978, red=48240, ir=55628
time=90998, red=48237, ir=55589
time=91018, red=48242, ir=55583
time=91038, red=48248, ir=55558
time=91058, red=48231, ir=55532
time=91078, red=48229, ir=55506
time=91098, red=48219, ir=55477
time=91118, red=48227, ir=55443
time=91138, red=48222, ir=55425
time=91158, red=48217, ir=55434
time=91178, red=48243, ir=55422
time=91198, red=48247, ir=55401
time=91218, red=48275, ir=55396
time=91238, red=48272, ir=55396
time=91258, red=48285, ir=55388
time=91278, red=48284, ir=55396
time=91298, red=48285, ir=55386
time=91318, red=48310, ir=55415
time=91338, red=48320, ir=55425
time=91358, red=48309, ir=55436
time=91378, red=48345, ir=55435
time=91398, red=48350, ir=55454
time=91418, red=48338, ir=55442
time=91438, red=48356, ir=55454
time=91458, red=48340, ir=55456
time=91478, red=48359, ir=55472
time=91498, red=48349, ir=55466
time=91518, red=48367, ir=55464
time=91538, red=48370, ir=55471
time=91558, red=48360, ir=55480
time=91578, red=48378, ir=55487
time=91598, red=48381, ir=55500
time=91618, red=48384, ir=55512
time=91638, red=48377, ir=55515
time=91658, red=48381, ir=55513
time=91678, red=48395, ir=55537
time=91698, red=48392, ir=55550
time=91718, red=48410, ir=55575
time=91738, red=48415, ir=55581
time=91758, red=48425, ir=55589
time=91778, red=48440, ir=55615
time=91798, red=48445, ir=55616
time=91818, red=48447, ir=55619
time=91838, red=48449, ir=55617
time=91858, red=48434, ir=55595
time=91878, red=48417, ir=55588
time=91898, red=48419, ir=55595
time=91918, red=48410, ir=55595
time=91938, red=48420, ir=55588
HR=82, SP=94
time=91963, red=48417, ir=55590
time=91978, red=48415, ir=55593
time=91998, red=48415, ir=55614
time=92018, red=48416, ir=55611
time=92038, red=48440, ir=55632
time=92058, red=48446, ir=55638
time=92078, red=48442, ir=55656
time=92098, red=48447, ir=55665
time=92118, red=48444, ir=55650
time=92138, red=48461, ir=55661
time=92158, red=48444, ir=55662
time=92178, red=48454, ir=55659
time=92198, red=48430, ir=55645
time=92218, red=48430, ir=55651
time=92238, red=48433, ir=55643
time=92258, red=48437, ir=55644
time=92278, red=48417, ir=55637
time=92298, red=48416, ir=55601
time=92318, red=48393, ir=55594
time=92338, red=48395, ir=55580
time=92358, red=48381, ir=55553
time=92378, red=48358, ir=55533
time=92398, red=48369, ir=55529
time=92418, red=48374, ir=55483
time=92438, red=48375, ir=55471
time=92458, red=48376, ir=55441
time=92478, red=48351, ir=55403
time=92498, red=48335, ir=55364
time=92518, red=48329, ir=55351
time=92538, red=48348, ir=55336
time=92558, red=48373, ir=55346
time=92578, red=48372, ir=55324
time=92598, red=48371, ir=55309
time=92618, red=48396, ir=55290
time=92638, red=48389, ir=55304
time=92658, red=48393, ir=55289
time=92678, red=48390, ir=55275
time=92698, red=48396, ir=55241
time=92718, red=48380, ir=55203
time=92738, red=48366, ir=55174
time=92758, red=48354, ir=55149
time=92778, red=48372, ir=55157
time=92798, red=48399, ir=55185
time=92818, red=48406, ir=55228
time=92838, red=48429, ir=55263
time=92858, red=48438, ir=55276
time=92878, red=48454, ir=55300
time=92898, red=48460, ir=55289
time=92918, red=48461, ir=55290
time=92938, red=48453, ir=55297
time=92958, red=48456, ir=55322
time=92978, red=48456, ir=55322
time=92998, red=48460, ir=55304
time=93018, red=48450, ir=55305
time=93038, red=48458, ir=55314
time=93058, red=48454, ir=55343
time=93078, red=48475, ir=55364
time=93098, red=48477, ir=55370
time=93118, red=48485, ir=55375
time=93138, red=48483, ir=55393
time=93158, red=48485, ir=55401
time=93178, red=48494, ir=55403
time=93198, red=48490, ir=55396
time=93218, red=48486, ir=55421
time=93238, red=48478, ir=55416
time=93258, red=48486, ir=55432
time=93278, red=48489, ir=55456
time=93298, red=48502, ir=55481
time=93318, red=48510, ir=55504
time=93338, red=48525, ir=55491
time=93358, red=48505, ir=55494
time=93378, red=48502, ir=55502
time=93398, red=48496, ir=55506
time=93418, red=48514, ir=55517
time=93438, red=48509, ir=55518
time=93458, red=48513, ir=55527
time=93478, red=48515, ir=55553
time=93497, red=48515, ir=55558
time=93517, red=48519, ir=55578
time=93537, red=48525, ir=55572
time=93557, red=48512, ir=55573
time=93577, red=48501, ir=55578
time=93597, red=48500, ir=55565
time=93617, red=48515, ir=55605
time=93637, red=48518, ir=55608
time=93657, red=48511, ir=55606
time=93677, red=48512, ir=55618
time=93697, red=48528, ir=55600
time=93717, red=48495, ir=55589
time=93737, red=48499, ir=55562
time=93757, red=48482, ir=55536
time=93777, red=48457, ir=55515
time=93797, red=48470, ir=55489
time=93817, red=48447, ir=55462
time=93837, red=48436, ir=55431
time=93857, red=48434, ir=55403
time=93877, red=48442, ir=55390
time=93897, red=48437, ir=55377
time=93917, red=48446, ir=55380
time=93937, red=48456, ir=55379
HR=84, SP=92
time=93957, red=48462, ir=55357
time=93977, red=48457, ir=55340
time=93997, red=48461, ir=55335
time=94017, red=48473, ir=55334
time=94037, red=48489, ir=55363
time=94057, red=48521, ir=55385
time=94077, red=48522, ir=55394
time=94097, red=48528, ir=55411
time=94117, red=48533, ir=55426
time=94137, red=48545, ir=55430
time=94157, red=48536, ir=55443
time=94177, red=48563, ir=55454
time=94197, red=48576, ir=55475
time=94217, red=48602, ir=55500
time=94237, red=48589, ir=55495
time=94257, red=48595, ir=55492
time=94277, red=48572, ir=55473
time=94297, red=48572, ir=55477
time=94317, red=48575, ir=55482
time=94337, red=48578, ir=55481
time=94357, red=48576, ir=55478
time=94377, red=48586, ir=55499
time=94397, red=48574, ir=55535
time=94417, red=48615, ir=55539
time=94437, red=48604, ir=55528
time=94457, red=48604, ir=55538
time=94477, red=48607, ir=55552
time=94497, red=48596, ir=55528
time=94517, red=48613, ir=55532
time=94537, red=48605, ir=55540
time=94557, red=48620, ir=55581
time=94577, red=48614, ir=55598
time=94597, red=48624, ir=55620
time=94617, red=48626, ir=55621
time=94637, red=48620, ir=55630
time=94657, red=48622, ir=55642
time=94677, red=48629, ir=55622
time=94697, red=48628, ir=55635
time=94717, red=48609, ir=55630
time=94737, red=48614, ir=55635
time=94757, red=48608, ir=55637
time=94777, red=48617, ir=55637
time=94797, red=48625, ir=55656
time=94817, red=48621, ir=55655
time=94837, red=48614, ir=55666
time=94857, red=48629, ir=55696
time=94877, red=48625, ir=55718
time=94897, red=48639, ir=55717
time=94917, red=48639, ir=55733
time=94937, red=48646, ir=55739
time=94957, red=48641, ir=55747
time=94977, red=48626, ir=55755
time=94997, red=48621, ir=55754
time=95017, red=48635, ir=55770
time=95037, red=48618, ir=55733
time=95057, red=48617, ir=55728
time=95077, red=48607, ir=55746
time=95097, red=48617, ir=55742
time=95117, red=48610, ir=55708
time=95137, red=48587, ir=55704
time=95157, red=48572, ir=55686
time=95177, red=48591, ir=55658
time=95197, red=48557, ir=55650
time=95217, red=48542, ir=55623
time=95237, red=48542, ir=55614
time=95257, red=48537, ir=55585
time=95277, red=48542, ir=55571
time=95297, red=48556, ir=55563
time=95317, red=48556, ir=55575
time=95337, red=48562, ir=55560
time=95357, red=48555, ir=55559
time=95377, red=48572, ir=55542
time=95397, red=48568, ir=55557
time=95417, red=48576, ir=55546
time=95437, red=48589, ir=55564
time=95457, red=48596, ir=55564
time=95477, red=48602, ir=55608
time=95497, red=48637, ir=55643
time=95517, red=48651, ir=55670
time=95537, red=48652, ir=55665
time=95557, red=48673, ir=55676
time=95577, red=48664, ir=55683
time=95597, red=48684, ir=55712
time=95617, red=48684, ir=55740
time=95637, red=48685, ir=55719
time=95657, red=48706, ir=55733
time=95677, red=48695, ir=55751
time=95697, red=48703, ir=55767
time=95717, red=48698, ir=55748
time=95737, red=48672, ir=55724
time=95757, red=48682, ir=55718
time=95777, red=48677, ir=55709
time=95797, red=48670, ir=55690
time=95817, red=48652, ir=55677
time=95837, red=48658, ir=55659
time=95857, red=48655, ir=55679
time=95877, red=48679, ir=55705
time=95897, red=48680, ir=55730
time=95917, red=48710, ir=55762
time=95937, red=48689, ir=55758
HR=84, SP=97
time=95961, red=48685, ir=55767
time=95977, red=48686, ir=55757
time=95997, red=48685, ir=55740
time=96017, red=48684, ir=55732
time=96037, red=48674, ir=55759
time=96057, red=48670, ir=55762
time=96077, red=48672, ir=55749
time=96097, red=48668, ir=55749
time=96117, red=48669, ir=55758
time=96137, red=48675, ir=55782
time=96157, red=48687, ir=55785
time=96177, red=48663, ir=55799
time=96197, red=48671, ir=55785
time=96217, red=48660, ir=55766
time=96237, red=48653, ir=55770
time=96257, red=48664, ir=55803
time=96277, red=48666, ir=55800
time=96297, red=48669, ir=55794
time=96317, red=48656, ir=55790
time=96337, red=48662, ir=55787
time=96357, red=48662, ir=55808
time=96377, red=48657, ir=55826
time=96397, red=48665, ir=55836
time=96417, red=48661, ir=55835
time=96437, red=48665, ir=55828
time=96457, red=48659, ir=55843
time=96477, red=48644, ir=55840
time=96497, red=48646, ir=55847
time=96517, red=48644, ir=55867
time=96537, red=48654, ir=55885
time=96557, red=48664, ir=55875
time=96577, red=48641, ir=55853
time=96597, red=48633, ir=55807
time=96617, red=48624, ir=55794
time=96637, red=48615, ir=55776
time=96657, red=48599, ir=55745
time=96677, red=48600, ir=55744
time=96696, red=48580, ir=55725
time=96716, red=48589, ir=55704
time=96736, red=48577, ir=55687
time=96756, red=48585, ir=55661
time=96776, red=48572, ir=55645
time=96796, red=48575, ir=55642
time=96816, red=48585, ir=55629
time=96836, red=48583, ir=55622
time=96856, red=48569, ir=55625
time=96876, red=48580, ir=55610
time=96896, red=48585, ir=55613
time=96916, red=48581, ir=55630
time=96936, red=48588, ir=55623
time=96956, red=48611, ir=55620
time=96976, red=48612, ir=55656
time=96996, red=48618, ir=55662
time=97016, red=48611, ir=55683
time=97036, red=48634, ir=55682
time=97056, red=48631, ir=55697
time=97076, red=48653, ir=55705
time=97096, red=48626, ir=55706
time=97116, red=48643, ir=55724
time=97136, red=48644, ir=55719
time=97156, red=48658, ir=55730
time=97176, red=48641, ir=55719
time=97196, red=48650, ir=55738
time=97216, red=48645, ir=55735
time=97236, red=48658, ir=55741
time=97256, red=48666, ir=55740
time=97276, red=48651, ir=55743
time=97296, red=48660, ir=55749
time=97316, red=48670, ir=55785
time=97336, red=48675, ir=55778
time=97356, red=48674, ir=55773
time=97376, red=48675, ir=55786
time=97396, red=48682, ir=55807
time=97416, red=48695, ir=55833
time=97436, red=48707, ir=55866
time=97456, red=48720, ir=55880
time=97476, red=48724, ir=55879
time=97496, red=48722, ir=55884
time=97516, red=48709, ir=55883
time=97536, red=48729, ir=55889
time=97556, red=48706, ir=55895
time=97576, red=48734, ir=55910
time=97596, red=48711, ir=55917
time=97616, red=48726, ir=55917
time=97636, red=48724, ir=55920
time=97656, red=48726, ir=55940
time=97676, red=48737, ir=55926
time=97696, red=48719, ir=55932
time=97716, red=48713, ir=55907
time=97736, red=48735, ir=55914
time=97756, red=48721, ir=55929
time=97776, red=48709, ir=55914
time=97796, red=48709, ir=55917
time=97816, red=48707, ir=55919
time=97836, red=48720, ir=55918
time=97856, red=48721, ir=55932
time=97876, red=48714, ir=55944
time=97896, red=48719, ir=55948
time=97916, red=48715, ir=55931
time=97936, red=48709, ir=55941
HR=115, SP=97
time=97956, red=48712, ir=55951
time=97976, red=48694, ir=55942
time=97996, red=48704, ir=55932
time=98016, red=48695, ir=55948
time=98036, red=48687, ir=55897
time=98056, red=48659, ir=55859
time=98076, red=48664, ir=55820
time=98096, red=48649, ir=55796
time=98116, red=48642, ir=55761
time=98136, red=48628, ir=55751
time=98156, red=48621, ir=55725
time=98176, red=48621, ir=55708
time=98196, red=48635, ir=55711
time=98216, red=48625, ir=55681
time=98236, red=48637, ir=55688
time=98256, red=48644, ir=55684
time=98276, red=48647, ir=55676
time=98296, red=48629, ir=55672
time=98316, red=48646, ir=55675
time=98336, red=48669, ir=55702
time=98356, red=48666, ir=55705
time=98376, red=48661, ir=55705
time=98396, red=48672, ir=55705
time=98416, red=48670, ir=55724
time=98436, red=48688, ir=55751
time=98456, red=48706, ir=55756
time=98476, red=48699, ir=55759
time=98496, red=48700, ir=55775
time=98516, red=48705, ir=55793
time=98536, red=48704, ir=55786
time=98556, red=48712, ir=55774
