AT4T18P2 - Pris - 5_5_411_50, approx 25,000 ms tongue movement
time=62193, red=41878, ir=52725
time=62213, red=41879, ir=52732
time=62233, red=41873, ir=52711
time=62253, red=41862, ir=52689
time=62273, red=41854, ir=52659
time=62293, red=41855, ir=52627
time=62313, red=41834, ir=52595
time=62333, red=41825, ir=52571
time=62353, red=41833, ir=52557
time=62373, red=41829, ir=52526
time=62393, red=41832, ir=52486
time=62413, red=41818, ir=52475
time=62433, red=41840, ir=52455
time=62453, red=41822, ir=52427
time=62473, red=41834, ir=52416
time=62493, red=41831, ir=52414
time=62513, red=41840, ir=52410
time=62533, red=41845, ir=52406
time=62553, red=41855, ir=52419
time=62573, red=41870, ir=52414
time=62593, red=41867, ir=52427
time=62613, red=41890, ir=52441
time=62633, red=41887, ir=52456
time=62653, red=41896, ir=52476
time=62673, red=41895, ir=52467
time=62693, red=41896, ir=52480
time=62713, red=41916, ir=52473
time=62733, red=41904, ir=52490
time=62753, red=41896, ir=52498
time=62773, red=41910, ir=52500
time=62793, red=41914, ir=52520
time=62813, red=41936, ir=52506
time=62833, red=41931, ir=52506
time=62853, red=41916, ir=52518
time=62873, red=41915, ir=52512
time=62893, red=41904, ir=52521
time=62913, red=41917, ir=52523
time=62933, red=41924, ir=52524
time=62953, red=41924, ir=52539
time=62973, red=41939, ir=52543
time=62993, red=41929, ir=52543
time=63013, red=41921, ir=52547
time=63033, red=41923, ir=52557
time=63053, red=41926, ir=52568
time=63073, red=41920, ir=52567
time=63093, red=41925, ir=52597
time=63113, red=41944, ir=52604
time=63133, red=41939, ir=52604
time=63153, red=41928, ir=52608
time=63173, red=41932, ir=52628
time=63193, red=41930, ir=52628
time=63213, red=41934, ir=52631
time=63233, red=41939, ir=52638
time=63253, red=41936, ir=52652
time=63273, red=41940, ir=52655
time=63293, red=41936, ir=52673
time=63313, red=41921, ir=52668
time=63333, red=41938, ir=52669
time=63353, red=41940, ir=52681
time=63373, red=41927, ir=52669
time=63393, red=41926, ir=52680
time=63413, red=41920, ir=52677
time=63433, red=41937, ir=52686
time=63453, red=41923, ir=52706
time=63473, red=41930, ir=52712
time=63493, red=41925, ir=52724
time=63513, red=41924, ir=52727
time=63533, red=41927, ir=52712
time=63553, red=41921, ir=52727
time=63573, red=41937, ir=52727
time=63593, red=41921, ir=52735
time=63613, red=41926, ir=52729
time=63633, red=41912, ir=52701
time=63653, red=41910, ir=52682
time=63673, red=41916, ir=52661
time=63693, red=41892, ir=52640
time=63713, red=41885, ir=52599
time=63733, red=41876, ir=52587
time=63753, red=41874, ir=52544
time=63773, red=41875, ir=52517
time=63793, red=41865, ir=52491
time=63813, red=41863, ir=52483
time=63833, red=41867, ir=52462
time=63853, red=41870, ir=52427
time=63873, red=41874, ir=52397
time=63893, red=41872, ir=52406
time=63913, red=41880, ir=52390
time=63933, red=41882, ir=52391
time=63953, red=41886, ir=52393
HR=88, SP=96
time=63977, red=41907, ir=52396
time=63993, red=41908, ir=52413
time=64013, red=41922, ir=52411
time=64033, red=41925, ir=52413
time=64053, red=41920, ir=52439
time=64073, red=41936, ir=52446
time=64093, red=41942, ir=52467
time=64113, red=41931, ir=52481
time=64133, red=41942, ir=52479
time=64153, red=41939, ir=52466
time=64173, red=41953, ir=52480
time=64193, red=41945, ir=52475
time=64213, red=41946, ir=52483
time=64233, red=41950, ir=52484
time=64253, red=41967, ir=52510
time=64273, red=41948, ir=52498
time=64293, red=41961, ir=52489
time=64313, red=41948, ir=52508
time=64333, red=41957, ir=52504
time=64353, red=41966, ir=52533
time=64373, red=41963, ir=52524
time=64393, red=41973, ir=52532
time=64413, red=41979, ir=52529
time=64433, red=41968, ir=52546
time=64453, red=41968, ir=52552
time=64473, red=41969, ir=52569
time=64493, red=41969, ir=52567
time=64513, red=41950, ir=52578
time=64533, red=41966, ir=52585
time=64553, red=41964, ir=52604
time=64573, red=41965, ir=52600
time=64593, red=41975, ir=52623
time=64612, red=41971, ir=52608
time=64632, red=41970, ir=52641
time=64652, red=41971, ir=52616
time=64672, red=41961, ir=52638
time=64692, red=41966, ir=52643
time=64712, red=41958, ir=52641
time=64732, red=41969, ir=52644
time=64752, red=41956, ir=52672
time=64772, red=41969, ir=52678
time=64792, red=41973, ir=52669
time=64812, red=41970, ir=52669
time=64832, red=41973, ir=52683
time=64852, red=41961, ir=52679
time=64872, red=41960, ir=52674
time=64892, red=41958, ir=52688
time=64912, red=41968, ir=52695
time=64932, red=41951, ir=52694
time=64952, red=41952, ir=52713
time=64972, red=41960, ir=52717
time=64992, red=41960, ir=52710
time=65012, red=41967, ir=52718
time=65032, red=41978, ir=52731
time=65052, red=41952, ir=52706
time=65072, red=41951, ir=52700
time=65092, red=41943, ir=52678
time=65112, red=41943, ir=52662
time=65132, red=41923, ir=52639
time=65152, red=41922, ir=52606
time=65172, red=41909, ir=52563
time=65192, red=41900, ir=52552
time=65212, red=41900, ir=52508
time=65232, red=41896, ir=52492
time=65252, red=41917, ir=52452
time=65272, red=41892, ir=52437
time=65292, red=41899, ir=52428
time=65312, red=41902, ir=52404
time=65332, red=41916, ir=52387
time=65352, red=41915, ir=52376
time=65372, red=41921, ir=52388
time=65392, red=41921, ir=52378
time=65412, red=41927, ir=52379
time=65432, red=41936, ir=52384
time=65452, red=41941, ir=52380
time=65472, red=41953, ir=52421
time=65492, red=41972, ir=52419
time=65512, red=41962, ir=52428
time=65532, red=41988, ir=52447
time=65552, red=41977, ir=52451
time=65572, red=41994, ir=52456
time=65592, red=41997, ir=52465
time=65612, red=41986, ir=52472
time=65632, red=41991, ir=52474
time=65652, red=42000, ir=52477
time=65672, red=41997, ir=52494
time=65692, red=42005, ir=52484
time=65712, red=42000, ir=52488
time=65732, red=41993, ir=52498
time=65752, red=41990, ir=52496
time=65772, red=41998, ir=52498
time=65792, red=41988, ir=52514
time=65812, red=42007, ir=52511
time=65832, red=41998, ir=52526
time=65852, red=41999, ir=52537
time=65872, red=42005, ir=52539
time=65892, red=42019, ir=52538
time=65912, red=41994, ir=52571
time=65932, red=42008, ir=52558
time=65952, red=42018, ir=52574
HR=89, SP=96
time=65972, red=42016, ir=52588
time=65992, red=42010, ir=52579
time=66012, red=42004, ir=52594
time=66032, red=42005, ir=52603
time=66052, red=42008, ir=52605
time=66072, red=42007, ir=52610
time=66092, red=42009, ir=52628
time=66112, red=42006, ir=52635
time=66132, red=42008, ir=52628
time=66152, red=42019, ir=52637
time=66172, red=42008, ir=52629
time=66192, red=42017, ir=52637
time=66212, red=42006, ir=52656
time=66232, red=42008, ir=52659
time=66252, red=42012, ir=52672
time=66272, red=42023, ir=52668
time=66292, red=42018, ir=52672
time=66312, red=42015, ir=52675
time=66332, red=42005, ir=52669
time=66352, red=42012, ir=52698
time=66372, red=42022, ir=52696
time=66392, red=42003, ir=52684
time=66412, red=42018, ir=52694
time=66432, red=42000, ir=52694
time=66452, red=41994, ir=52686
time=66472, red=42004, ir=52659
time=66492, red=41982, ir=52652
time=66512, red=41983, ir=52627
time=66532, red=41974, ir=52605
time=66552, red=41974, ir=52589
time=66572, red=41974, ir=52559
time=66592, red=41959, ir=52532
time=66612, red=41957, ir=52496
time=66632, red=41945, ir=52482
time=66652, red=41955, ir=52465
time=66672, red=41961, ir=52444
time=66692, red=41960, ir=52417
time=66712, red=41961, ir=52419
time=66732, red=41970, ir=52411
time=66752, red=41975, ir=52405
time=66772, red=41969, ir=52398
time=66792, red=41990, ir=52394
time=66812, red=41996, ir=52416
time=66832, red=41998, ir=52417
time=66852, red=41999, ir=52438
time=66872, red=42014, ir=52456
time=66892, red=42025, ir=52463
time=66912, red=42038, ir=52461
time=66932, red=42054, ir=52486
time=66952, red=42038, ir=52497
time=66972, red=42039, ir=52503
time=66992, red=42043, ir=52499
time=67012, red=42053, ir=52495
time=67032, red=42034, ir=52518
time=67052, red=42045, ir=52518
time=67072, red=42042, ir=52516
time=67092, red=42045, ir=52507
time=67112, red=42053, ir=52524
time=67132, red=42044, ir=52514
time=67152, red=42039, ir=52530
time=67172, red=42035, ir=52536
time=67192, red=42064, ir=52529
time=67212, red=42046, ir=52559
time=67232, red=42049, ir=52559
time=67252, red=42043, ir=52555
time=67272, red=42040, ir=52585
time=67292, red=42054, ir=52586
time=67312, red=42055, ir=52601
time=67332, red=42060, ir=52598
time=67352, red=42055, ir=52603
time=67372, red=42070, ir=52618
time=67392, red=42055, ir=52619
time=67412, red=42062, ir=52625
time=67432, red=42059, ir=52660
time=67452, red=42061, ir=52640
time=67472, red=42057, ir=52653
time=67492, red=42058, ir=52661
time=67512, red=42056, ir=52675
time=67532, red=42067, ir=52661
time=67552, red=42057, ir=52659
time=67572, red=42068, ir=52670
time=67592, red=42054, ir=52686
time=67612, red=42047, ir=52694
time=67632, red=42069, ir=52712
time=67652, red=42049, ir=52706
time=67672, red=42053, ir=52720
time=67692, red=42053, ir=52721
time=67712, red=42060, ir=52739
time=67732, red=42051, ir=52735
time=67752, red=42058, ir=52734
time=67772, red=42049, ir=52739
time=67792, red=42047, ir=52738
time=67812, red=42048, ir=52742
time=67831, red=42049, ir=52736
time=67851, red=42036, ir=52720
time=67871, red=42031, ir=52691
time=67891, red=42017, ir=52681
time=67911, red=42015, ir=52649
time=67931, red=42012, ir=52644
time=67951, red=42015, ir=52612
HR=85, SP=93
time=67976, red=41999, ir=52576
time=67991, red=41997, ir=52562
time=68011, red=42002, ir=52535
time=68031, red=41988, ir=52521
time=68051, red=41995, ir=52503
time=68071, red=42002, ir=52494
time=68091, red=42001, ir=52488
time=68111, red=42014, ir=52489
time=68131, red=42022, ir=52485
time=68151, red=42015, ir=52473
time=68171, red=42028, ir=52481
time=68191, red=42035, ir=52493
time=68211, red=42036, ir=52482
time=68231, red=42031, ir=52498
time=68251, red=42063, ir=52504
time=68271, red=42059, ir=52524
time=68291, red=42064, ir=52537
time=68311, red=42071, ir=52550
time=68331, red=42075, ir=52545
time=68351, red=42074, ir=52552
time=68371, red=42084, ir=52555
time=68391, red=42064, ir=52556
time=68411, red=42081, ir=52553
time=68431, red=42081, ir=52564
time=68451, red=42080, ir=52560
time=68471, red=42094, ir=52558
time=68491, red=42085, ir=52558
time=68511, red=42073, ir=52552
time=68531, red=42084, ir=52554
time=68551, red=42081, ir=52564
time=68571, red=42081, ir=52578
time=68591, red=42084, ir=52579
time=68611, red=42088, ir=52582
time=68631, red=42097, ir=52585
time=68651, red=42101, ir=52582
time=68671, red=42097, ir=52594
time=68691, red=42089, ir=52612
time=68711, red=42096, ir=52619
time=68731, red=42106, ir=52619
time=68751, red=42101, ir=52626
time=68771, red=42106, ir=52636
time=68791, red=42087, ir=52647
time=68811, red=42085, ir=52659
time=68831, red=42088, ir=52644
time=68851, red=42093, ir=52653
time=68871, red=42087, ir=52678
time=68891, red=42087, ir=52673
time=68911, red=42100, ir=52664
time=68931, red=42086, ir=52680
time=68951, red=42074, ir=52680
time=68971, red=42079, ir=52677
time=68991, red=42078, ir=52682
time=69011, red=42094, ir=52678
time=69031, red=42093, ir=52681
time=69051, red=42100, ir=52714
time=69071, red=42089, ir=52706
time=69091, red=42099, ir=52713
time=69111, red=42094, ir=52724
time=69131, red=42091, ir=52728
time=69151, red=42084, ir=52724
time=69171, red=42097, ir=52743
time=69191, red=42086, ir=52719
time=69211, red=42080, ir=52719
time=69231, red=42091, ir=52725
time=69251, red=42067, ir=52707
time=69271, red=42066, ir=52679
time=69291, red=42079, ir=52646
time=69311, red=42066, ir=52642
time=69331, red=42049, ir=52614
time=69351, red=42045, ir=52576
time=69371, red=42042, ir=52554
time=69391, red=42034, ir=52540
time=69411, red=42044, ir=52512
time=69431, red=42041, ir=52499
time=69451, red=42040, ir=52490
time=69471, red=42049, ir=52463
time=69491, red=42046, ir=52445
time=69511, red=42040, ir=52442
time=69531, red=42054, ir=52436
time=69551, red=42065, ir=52438
time=69571, red=42071, ir=52439
time=69591, red=42074, ir=52436
time=69611, red=42087, ir=52454
time=69631, red=42090, ir=52449
time=69651, red=42094, ir=52478
time=69671, red=42100, ir=52470
time=69691, red=42119, ir=52481
time=69711, red=42122, ir=52484
time=69731, red=42116, ir=52505
time=69751, red=42117, ir=52500
time=69771, red=42115, ir=52511
time=69791, red=42120, ir=52526
time=69811, red=42125, ir=52516
time=69831, red=42133, ir=52524
time=69851, red=42122, ir=52529
time=69871, red=42122, ir=52511
time=69891, red=42122, ir=52525
time=69911, red=42126, ir=52528
time=69931, red=42140, ir=52542
time=69951, red=42124, ir=52538
HR=85, SP=93
time=69971, red=42124, ir=52545
time=69991, red=42131, ir=52560
time=70011, red=42128, ir=52553
time=70031, red=42130, ir=52550
time=70051, red=42121, ir=52571
time=70071, red=42145, ir=52569
time=70091, red=42142, ir=52585
time=70111, red=42137, ir=52590
time=70131, red=42140, ir=52607
time=70151, red=42127, ir=52620
time=70171, red=42136, ir=52625
time=70191, red=42132, ir=52630
time=70211, red=42137, ir=52634
time=70231, red=42131, ir=52638
time=70251, red=42144, ir=52646
time=70271, red=42143, ir=52656
time=70291, red=42134, ir=52655
time=70311, red=42137, ir=52649
time=70331, red=42138, ir=52668
time=70351, red=42138, ir=52666
time=70371, red=42136, ir=52674
time=70391, red=42141, ir=52691
time=70411, red=42132, ir=52684
time=70431, red=42136, ir=52698
time=70451, red=42119, ir=52694
time=70471, red=42121, ir=52705
time=70491, red=42117, ir=52734
time=70511, red=42132, ir=52726
time=70531, red=42139, ir=52738
time=70551, red=42133, ir=52759
time=70571, red=42143, ir=52754
time=70591, red=42122, ir=52761
time=70611, red=42124, ir=52751
time=70631, red=42135, ir=52769
time=70651, red=42115, ir=52751
time=70671, red=42120, ir=52737
time=70691, red=42104, ir=52732
time=70711, red=42108, ir=52704
time=70731, red=42091, ir=52681
time=70751, red=42090, ir=52655
time=70771, red=42091, ir=52630
time=70791, red=42069, ir=52589
time=70811, red=42085, ir=52573
time=70831, red=42091, ir=52549
time=70851, red=42077, ir=52536
time=70871, red=42073, ir=52509
time=70891, red=42074, ir=52488
time=70911, red=42089, ir=52470
time=70931, red=42085, ir=52457
time=70951, red=42087, ir=52463
time=70971, red=42095, ir=52439
time=70991, red=42091, ir=52432
time=71011, red=42119, ir=52443
time=71031, red=42113, ir=52447
time=71051, red=42131, ir=52448
time=71071, red=42129, ir=52472
time=71091, red=42130, ir=52483
time=71111, red=42147, ir=52494
time=71131, red=42151, ir=52512
time=71151, red=42145, ir=52518
time=71170, red=42151, ir=52523
time=71190, red=42156, ir=52532
time=71210, red=42158, ir=52527
time=71230, red=42162, ir=52538
time=71250, red=42152, ir=52543
time=71270, red=42161, ir=52552
time=71290, red=42161, ir=52552
time=71310, red=42172, ir=52560
time=71330, red=42163, ir=52546
time=71350, red=42163, ir=52563
time=71370, red=42174, ir=52558
time=71390, red=42166, ir=52568
time=71410, red=42176, ir=52584
time=71430, red=42164, ir=52581
time=71450, red=42171, ir=52574
time=71470, red=42161, ir=52595
time=71490, red=42161, ir=52600
time=71510, red=42177, ir=52616
time=71530, red=42162, ir=52628
time=71550, red=42161, ir=52629
time=71570, red=42180, ir=52637
time=71590, red=42169, ir=52637
time=71610, red=42182, ir=52660
time=71630, red=42167, ir=52667
time=71650, red=42182, ir=52670
time=71670, red=42175, ir=52682
time=71690, red=42190, ir=52685
time=71710, red=42179, ir=52687
time=71730, red=42166, ir=52700
time=71750, red=42177, ir=52702
time=71770, red=42163, ir=52695
time=71790, red=42169, ir=52710
time=71810, red=42183, ir=52716
time=71830, red=42175, ir=52723
time=71850, red=42160, ir=52737
time=71870, red=42166, ir=52731
time=71890, red=42178, ir=52739
time=71910, red=42176, ir=52744
time=71930, red=42177, ir=52748
time=71950, red=42175, ir=52760
HR=85, SP=91
time=71975, red=42165, ir=52763
time=71990, red=42172, ir=52778
time=72010, red=42166, ir=52782
time=72030, red=42172, ir=52802
time=72050, red=42184, ir=52792
time=72070, red=42166, ir=52808
time=72090, red=42166, ir=52810
time=72110, red=42158, ir=52797
time=72130, red=42159, ir=52785
time=72150, red=42152, ir=52770
time=72170, red=42146, ir=52761
time=72190, red=42136, ir=52736
time=72210, red=42131, ir=52717
time=72230, red=42132, ir=52696
time=72250, red=42106, ir=52666
time=72270, red=42114, ir=52648
time=72290, red=42112, ir=52618
time=72310, red=42113, ir=52607
time=72330, red=42119, ir=52582
time=72350, red=42115, ir=52567
time=72370, red=42115, ir=52560
time=72390, red=42126, ir=52549
time=72410, red=42135, ir=52538
time=72430, red=42143, ir=52536
time=72450, red=42120, ir=52532
time=72470, red=42152, ir=52557
time=72490, red=42150, ir=52564
time=72510, red=42146, ir=52565
time=72530, red=42150, ir=52581
time=72550, red=42166, ir=52576
time=72570, red=42163, ir=52590
time=72590, red=42172, ir=52598
time=72610, red=42181, ir=52599
time=72630, red=42174, ir=52614
time=72650, red=42180, ir=52625
time=72670, red=42185, ir=52642
time=72690, red=42193, ir=52623
time=72710, red=42189, ir=52635
time=72730, red=42182, ir=52637
time=72750, red=42191, ir=52644
time=72770, red=42184, ir=52660
time=72790, red=42204, ir=52656
time=72810, red=42193, ir=52643
time=72830, red=42187, ir=52656
time=72850, red=42190, ir=52665
time=72870, red=42206, ir=52684
time=72890, red=42194, ir=52669
time=72910, red=42201, ir=52687
time=72930, red=42211, ir=52692
time=72950, red=42204, ir=52696
time=72970, red=42188, ir=52712
time=72990, red=42196, ir=52699
time=73010, red=42196, ir=52723
time=73030, red=42211, ir=52720
time=73050, red=42215, ir=52758
time=73070, red=42213, ir=52744
time=73090, red=42207, ir=52744
time=73110, red=42203, ir=52754
time=73130, red=42212, ir=52754
time=73150, red=42202, ir=52755
time=73170, red=42200, ir=52767
time=73190, red=42195, ir=52767
time=73210, red=42197, ir=52794
time=73230, red=42196, ir=52781
time=73250, red=42200, ir=52800
time=73270, red=42191, ir=52801
time=73290, red=42215, ir=52811
time=73310, red=42205, ir=52825
time=73330, red=42212, ir=52819
time=73350, red=42203, ir=52815
time=73370, red=42193, ir=52837
time=73390, red=42176, ir=52835
time=73410, red=42189, ir=52844
time=73430, red=42190, ir=52853
time=73450, red=42208, ir=52866
time=73470, red=42187, ir=52865
time=73490, red=42188, ir=52873
time=73510, red=42186, ir=52894
time=73530, red=42191, ir=52879
time=73550, red=42202, ir=52882
time=73570, red=42186, ir=52898
time=73590, red=42188, ir=52878
time=73610, red=42185, ir=52872
time=73630, red=42167, ir=52861
time=73650, red=42158, ir=52846
time=73670, red=42167, ir=52811
time=73690, red=42159, ir=52810
time=73710, red=42144, ir=52781
time=73730, red=42139, ir=52760
time=73750, red=42145, ir=52723
time=73770, red=42130, ir=52699
time=73790, red=42132, ir=52683
time=73810, red=42129, ir=52662
time=73830, red=42130, ir=52653
time=73850, red=42134, ir=52625
time=73870, red=42126, ir=52617
time=73890, red=42141, ir=52617
time=73910, red=42143, ir=52609
time=73930, red=42141, ir=52609
time=73950, red=42152, ir=52609
HR=86, SP=84
time=73970, red=42176, ir=52613
time=73990, red=42156, ir=52605
time=74010, red=42170, ir=52624
time=74030, red=42186, ir=52634
time=74050, red=42188, ir=52648
time=74070, red=42187, ir=52667
time=74090, red=42206, ir=52665
time=74110, red=42201, ir=52664
time=74130, red=42209, ir=52664
time=74150, red=42202, ir=52663
time=74170, red=42198, ir=52684
time=74190, red=42215, ir=52699
time=74210, red=42214, ir=52693
time=74230, red=42201, ir=52701
time=74250, red=42210, ir=52719
time=74270, red=42217, ir=52708
time=74290, red=42225, ir=52707
time=74310, red=42223, ir=52720
time=74330, red=42214, ir=52718
time=74350, red=42233, ir=52732
time=74370, red=42230, ir=52731
time=74390, red=42233, ir=52759
time=74410, red=42232, ir=52762
time=74430, red=42232, ir=52761
time=74450, red=42222, ir=52785
time=74470, red=42226, ir=52793
time=74490, red=42219, ir=52821
time=74510, red=42241, ir=52808
time=74530, red=42238, ir=52797
time=74550, red=42227, ir=52805
time=74570, red=42222, ir=52807
time=74590, red=42216, ir=52815
time=74610, red=42226, ir=52822
time=74630, red=42215, ir=52828
time=74650, red=42235, ir=52827
time=74670, red=42240, ir=52842
time=74690, red=42232, ir=52853
time=74710, red=42230, ir=52856
time=74730, red=42225, ir=52849
time=74750, red=42241, ir=52857
time=74770, red=42226, ir=52863
time=74790, red=42234, ir=52877
time=74810, red=42234, ir=52885
time=74830, red=42226, ir=52900
time=74850, red=42233, ir=52888
time=74870, red=42210, ir=52908
time=74890, red=42212, ir=52898
time=74910, red=42220, ir=52891
time=74930, red=42220, ir=52889
time=74950, red=42227, ir=52898
time=74970, red=42204, ir=52909
time=74990, red=42204, ir=52906
time=75010, red=42212, ir=52908
time=75030, red=42221, ir=52911
time=75050, red=42212, ir=52895
time=75070, red=42197, ir=52903
time=75090, red=42201, ir=52909
time=75110, red=42198, ir=52873
time=75130, red=42174, ir=52847
time=75149, red=42162, ir=52838
time=75169, red=42154, ir=52797
time=75189, red=42152, ir=52781
time=75209, red=42146, ir=52747
time=75229, red=42158, ir=52727
time=75249, red=42147, ir=52704
time=75269, red=42134, ir=52663
time=75289, red=42142, ir=52664
time=75309, red=42153, ir=52640
time=75329, red=42153, ir=52626
time=75349, red=42155, ir=52619
time=75369, red=42165, ir=52606
time=75389, red=42157, ir=52594
time=75409, red=42153, ir=52610
time=75429, red=42186, ir=52612
time=75449, red=42184, ir=52624
time=75469, red=42177, ir=52608
time=75489, red=42189, ir=52637
time=75509, red=42198, ir=52657
time=75529, red=42195, ir=52656
time=75549, red=42198, ir=52671
time=75569, red=42210, ir=52660
time=75589, red=42222, ir=52673
time=75609, red=42212, ir=52680
time=75629, red=42230, ir=52680
time=75649, red=42209, ir=52693
time=75669, red=42216, ir=52696
time=75689, red=42221, ir=52684
time=75709, red=42198, ir=52683
time=75729, red=42206, ir=52694
time=75749, red=42214, ir=52683
time=75769, red=42219, ir=52701
time=75789, red=42207, ir=52702
time=75809, red=42210, ir=52696
time=75829, red=42211, ir=52709
time=75849, red=42212, ir=52710
time=75869, red=42212, ir=52723
time=75889, red=42224, ir=52717
time=75909, red=42217, ir=52737
time=75929, red=42224, ir=52747
time=75949, red=42215, ir=52743
HR=85, SP=46
time=75974, red=42214, ir=52752
time=75989, red=42211, ir=52758
time=76009, red=42211, ir=52756
time=76029, red=42216, ir=52777
time=76049, red=42222, ir=52782
time=76069, red=42210, ir=52774
time=76089, red=42214, ir=52794
time=76109, red=42216, ir=52793
time=76129, red=42219, ir=52811
time=76149, red=42221, ir=52802
time=76169, red=42211, ir=52809
time=76189, red=42207, ir=52824
time=76209, red=42221, ir=52815
time=76229, red=42215, ir=52826
time=76249, red=42198, ir=52829
time=76269, red=42203, ir=52831
time=76289, red=42214, ir=52832
time=76309, red=42215, ir=52833
time=76329, red=42215, ir=52837
time=76349, red=42210, ir=52849
time=76369, red=42200, ir=52854
time=76389, red=42224, ir=52867
time=76409, red=42218, ir=52872
time=76429, red=42222, ir=52876
time=76449, red=42209, ir=52880
time=76469, red=42204, ir=52886
time=76489, red=42213, ir=52881
time=76509, red=42208, ir=52870
time=76529, red=42192, ir=52859
time=76549, red=42209, ir=52838
time=76569, red=42182, ir=52809
time=76589, red=42172, ir=52790
time=76609, red=42169, ir=52764
time=76629, red=42152, ir=52748
time=76649, red=42150, ir=52714
time=76669, red=42162, ir=52688
time=76689, red=42148, ir=52652
time=76709, red=42148, ir=52643
time=76729, red=42146, ir=52625
time=76749, red=42161, ir=52621
time=76769, red=42164, ir=52600
time=76789, red=42160, ir=52596
time=76809, red=42160, ir=52578
time=76829, red=42175, ir=52586
time=76849, red=42169, ir=52587
time=76869, red=42170, ir=52590
time=76889, red=42184, ir=52586
time=76909, red=42197, ir=52615
time=76929, red=42193, ir=52619
time=76949, red=42218, ir=52635
time=76969, red=42215, ir=52634
time=76989, red=42210, ir=52635
time=77009, red=42211, ir=52651
time=77029, red=42219, ir=52656
time=77049, red=42214, ir=52650
time=77069, red=42218, ir=52663
time=77089, red=42212, ir=52661
time=77109, red=42216, ir=52678
time=77129, red=42216, ir=52669
time=77149, red=42219, ir=52668
time=77169, red=42215, ir=52666
time=77189, red=42209, ir=52671
time=77209, red=42214, ir=52691
time=77229, red=42223, ir=52669
time=77249, red=42227, ir=52689
time=77269, red=42229, ir=52686
time=77289, red=42229, ir=52683
time=77309, red=42229, ir=52707
time=77329, red=42238, ir=52705
time=77349, red=42238, ir=52707
time=77369, red=42240, ir=52726
time=77389, red=42238, ir=52733
time=77409, red=42233, ir=52722
time=77429, red=42231, ir=52739
time=77449, red=42235, ir=52737
time=77469, red=42238, ir=52757
time=77489, red=42233, ir=52751
time=77509, red=42237, ir=52767
time=77529, red=42233, ir=52767
time=77549, red=42241, ir=52767
time=77569, red=42236, ir=52789
time=77589, red=42234, ir=52787
time=77609, red=42220, ir=52788
time=77629, red=42239, ir=52789
time=77649, red=42231, ir=52790
time=77669, red=42228, ir=52792
time=77689, red=42236, ir=52794
time=77709, red=42226, ir=52807
time=77729, red=42226, ir=52818
time=77749, red=42231, ir=52830
time=77769, red=42227, ir=52826
time=77789, red=42228, ir=52832
time=77809, red=42243, ir=52841
time=77829, red=42238, ir=52838
time=77849, red=42219, ir=52847
time=77869, red=42240, ir=52845
time=77889, red=42236, ir=52858
time=77909, red=42219, ir=52848
time=77929, red=42225, ir=52825
time=77949, red=42224, ir=52814
HR=82, SP=1
time=77969, red=42219, ir=52788
time=77989, red=42189, ir=52771
time=78009, red=42178, ir=52734
time=78029, red=42187, ir=52718
time=78049, red=42178, ir=52683
time=78069, red=42171, ir=52668
time=78089, red=42175, ir=52658
time=78109, red=42187, ir=52630
time=78129, red=42181, ir=52615
time=78149, red=42175, ir=52607
time=78169, red=42184, ir=52600
time=78189, red=42194, ir=52580
time=78209, red=42195, ir=52580
time=78229, red=42199, ir=52580
time=78249, red=42204, ir=52563
time=78269, red=42203, ir=52591
time=78289, red=42219, ir=52586
time=78309, red=42223, ir=52593
time=78329, red=42223, ir=52593
time=78349, red=42236, ir=52604
time=78369, red=42243, ir=52615
time=78389, red=42254, ir=52625
time=78409, red=42261, ir=52636
time=78429, red=42256, ir=52643
time=78449, red=42256, ir=52634
time=78469, red=42261, ir=52640
time=78489, red=42262, ir=52628
time=78509, red=42251, ir=52632
time=78529, red=42261, ir=52639
time=78549, red=42267, ir=52626
time=78569, red=42267, ir=52625
time=78589, red=42256, ir=52637
time=78609, red=42266, ir=52634
time=78629, red=42272, ir=52650
time=78649, red=42282, ir=52658
time=78669, red=42262, ir=52657
time=78689, red=42287, ir=52664
time=78709, red=42273, ir=52675
time=78729, red=42284, ir=52675
time=78749, red=42279, ir=52684
time=78769, red=42287, ir=52694
time=78789, red=42276, ir=52698
time=78809, red=42276, ir=52714
time=78829, red=42269, ir=52721
time=78849, red=42284, ir=52728
time=78869, red=42263, ir=52724
time=78889, red=42290, ir=52736
time=78909, red=42276, ir=52743
time=78929, red=42281, ir=52752
time=78949, red=42278, ir=52748
time=78969, red=42290, ir=52753
time=78989, red=42274, ir=52756
time=79009, red=42288, ir=52770
time=79029, red=42281, ir=52775
time=79049, red=42278, ir=52783
time=79069, red=42282, ir=52776
time=79089, red=42282, ir=52777
time=79109, red=42270, ir=52787
time=79128, red=42281, ir=52786
time=79148, red=42273, ir=52802
time=79168, red=42292, ir=52806
time=79188, red=42291, ir=52811
time=79208, red=42283, ir=52801
time=79228, red=42288, ir=52836
time=79248, red=42274, ir=52839
time=79268, red=42281, ir=52827
time=79288, red=42287, ir=52844
time=79308, red=42278, ir=52839
time=79328, red=42276, ir=52834
time=79348, red=42278, ir=52825
time=79368, red=42266, ir=52797
time=79388, red=42260, ir=52781
time=79408, red=42241, ir=52755
time=79428, red=42244, ir=52730
time=79448, red=42227, ir=52704
time=79468, red=42236, ir=52670
time=79488, red=42234, ir=52652
time=79508, red=42224, ir=52621
