AT4T21P2 - Pris - 5_5_411_50, movement around 80k ms
time=98760, red=29244, ir=49121
time=98780, red=18065, ir=30543
time=98800, red=18917, ir=26604
time=98820, red=15488, ir=21099
time=98840, red=13462, ir=18988
time=98860, red=14549, ir=19991
time=98880, red=16266, ir=24076
time=98900, red=17926, ir=28331
time=98920, red=21557, ir=30603
time=98940, red=19917, ir=26467
time=98960, red=18783, ir=24173
time=98980, red=15609, ir=20310
time=99000, red=10265, ir=13122
time=99020, red=7318, ir=7709
time=99040, red=8222, ir=9912
time=99060, red=13168, ir=16217
time=99080, red=16766, ir=20071
time=99100, red=38482, ir=52921
time=99120, red=44039, ir=57633
time=99140, red=42752, ir=58774
time=99160, red=44468, ir=58193
time=99180, red=42926, ir=56448
time=99200, red=44093, ir=56057
time=99220, red=44785, ir=56763
time=99240, red=45312, ir=57817
time=99260, red=44779, ir=57263
time=99280, red=46717, ir=58222
time=99300, red=46810, ir=57917
time=99320, red=45851, ir=57826
time=99340, red=45676, ir=57053
time=99360, red=43126, ir=55407
time=99380, red=43860, ir=55437
time=99400, red=45248, ir=56111
time=99420, red=45494, ir=56228
time=99440, red=45521, ir=56300
time=99460, red=45864, ir=56757
time=99480, red=45963, ir=56537
time=99500, red=48406, ir=57275
time=99520, red=45598, ir=54542
time=99540, red=45029, ir=55228
time=99560, red=41583, ir=51947
time=99580, red=39999, ir=50562
time=99600, red=39717, ir=50902
time=99620, red=35410, ir=49965
time=99640, red=34582, ir=52155
time=99660, red=31896, ir=52950
time=99680, red=26995, ir=52253
time=99700, red=32648, ir=53101
time=99720, red=25006, ir=50289
time=99740, red=32728, ir=55115
time=99760, red=24153, ir=51404
time=99780, red=26761, ir=54475
time=99800, red=30191, ir=56344
time=99820, red=22721, ir=58028
time=99840, red=30699, ir=59832
time=99860, red=30434, ir=60045
time=99880, red=30500, ir=59915
time=99900, red=30263, ir=58640
time=99920, red=28451, ir=57800
time=99940, red=20256, ir=52356
HR=55, SP=74
time=99964, red=26375, ir=55135
time=99980, red=30465, ir=57073
time=100000, red=29140, ir=54386
time=100020, red=30454, ir=45148
time=100040, red=33467, ir=44289
time=100060, red=27606, ir=49195
time=100080, red=32076, ir=55341
time=100100, red=38799, ir=54721
time=100120, red=47210, ir=56128
time=100140, red=49450, ir=57120
time=100160, red=48824, ir=57985
time=100180, red=46689, ir=54598
time=100200, red=47529, ir=54416
time=100220, red=47441, ir=53612
time=100240, red=46422, ir=53707
time=100260, red=46490, ir=53820
time=100280, red=46531, ir=53804
time=100300, red=46772, ir=53994
time=100320, red=47465, ir=54251
time=100340, red=44017, ir=51817
time=100360, red=44995, ir=53777
time=100380, red=46663, ir=56543
time=100400, red=48195, ir=57996
time=100420, red=47741, ir=57150
time=100440, red=46115, ir=56303
time=100460, red=44249, ir=54472
time=100480, red=42344, ir=51915
time=100500, red=41733, ir=52317
time=100520, red=41034, ir=51491
time=100540, red=36140, ir=50997
time=100560, red=35228, ir=51882
time=100580, red=35867, ir=54614
time=100600, red=38925, ir=53657
time=100620, red=38832, ir=53767
time=100640, red=44724, ir=56194
time=100660, red=46488, ir=60223
time=100680, red=41859, ir=58045
time=100699, red=39215, ir=60595
time=100719, red=31972, ir=58497
time=100739, red=33186, ir=58243
time=100759, red=33376, ir=58128
time=100779, red=33013, ir=57331
time=100799, red=32651, ir=56828
time=100819, red=31009, ir=56108
time=100839, red=25973, ir=54069
time=100859, red=39982, ir=54833
time=100879, red=40489, ir=54621
time=100899, red=39862, ir=56372
time=100919, red=41390, ir=57781
time=100939, red=41225, ir=56499
time=100959, red=41307, ir=56949
time=100979, red=42779, ir=58028
time=100999, red=47157, ir=58847
time=101019, red=49685, ir=60373
time=101039, red=52171, ir=61868
time=101059, red=53343, ir=63010
time=101079, red=48371, ir=59718
time=101099, red=46729, ir=57020
time=101119, red=45550, ir=56245
time=101139, red=44407, ir=54627
time=101159, red=43915, ir=54246
time=101179, red=44272, ir=54406
time=101199, red=44298, ir=53998
time=101219, red=43750, ir=52742
time=101239, red=44053, ir=52980
time=101259, red=44304, ir=53082
time=101279, red=44577, ir=53375
time=101299, red=45433, ir=54182
time=101319, red=45846, ir=55265
time=101339, red=49579, ir=59584
time=101359, red=49530, ir=60234
time=101379, red=48322, ir=57027
time=101399, red=46557, ir=55896
time=101419, red=43369, ir=53929
time=101439, red=41392, ir=51505
time=101459, red=39285, ir=50426
time=101479, red=35031, ir=49922
time=101499, red=33843, ir=50526
time=101519, red=32479, ir=53010
time=101539, red=31952, ir=52246
time=101559, red=35018, ir=54475
time=101579, red=33256, ir=54121
time=101599, red=36968, ir=56424
time=101619, red=34844, ir=57381
time=101639, red=31225, ir=55892
time=101659, red=32431, ir=55326
time=101679, red=27053, ir=55456
time=101699, red=22562, ir=53766
time=101719, red=21379, ir=54320
time=101739, red=21471, ir=54527
time=101759, red=21448, ir=54080
time=101779, red=21349, ir=53364
time=101799, red=21128, ir=53199
time=101819, red=21667, ir=51826
time=101839, red=22262, ir=58031
time=101859, red=32876, ir=57344
time=101879, red=24487, ir=42235
time=101899, red=25805, ir=35633
time=101919, red=22153, ir=40946
time=101939, red=29020, ir=42675
HR=300, SP=74
time=101959, red=37678, ir=56811
time=101979, red=39875, ir=55653
time=101999, red=42388, ir=55541
time=102019, red=44361, ir=55278
time=102039, red=47017, ir=56047
time=102059, red=49211, ir=56241
time=102079, red=46662, ir=56471
time=102099, red=48810, ir=58724
time=102119, red=46498, ir=57357
time=102139, red=46382, ir=55407
time=102159, red=46427, ir=55283
time=102179, red=46494, ir=55253
time=102199, red=46643, ir=55279
time=102219, red=47034, ir=55568
time=102239, red=47506, ir=55029
time=102259, red=46193, ir=55403
time=102279, red=45763, ir=56171
time=102299, red=46345, ir=55622
time=102319, red=47149, ir=56226
time=102339, red=46300, ir=56020
time=102359, red=46613, ir=56307
time=102379, red=43470, ir=54094
time=102399, red=42789, ir=52587
time=102419, red=42057, ir=52311
time=102439, red=41649, ir=52593
time=102459, red=42588, ir=53512
time=102479, red=43819, ir=54392
time=102499, red=44320, ir=54656
time=102519, red=44128, ir=54476
time=102539, red=43765, ir=53964
time=102559, red=40923, ir=53235
time=102579, red=37390, ir=52758
time=102599, red=34577, ir=53817
time=102619, red=32020, ir=54008
time=102639, red=29027, ir=52713
time=102659, red=27909, ir=51192
time=102679, red=30816, ir=47783
time=102699, red=16611, ir=28005
time=102719, red=19246, ir=26988
time=102739, red=22530, ir=31674
time=102759, red=25577, ir=44605
time=102779, red=24528, ir=56081
time=102799, red=33473, ir=58885
time=102819, red=34344, ir=59422
time=102839, red=34169, ir=58888
time=102859, red=33090, ir=58704
time=102879, red=29868, ir=57592
time=102899, red=29441, ir=45775
time=102919, red=18854, ir=23874
time=102939, red=17480, ir=22312
time=102959, red=21856, ir=35502
time=102979, red=29340, ir=54402
time=102999, red=31031, ir=54632
time=103019, red=33031, ir=55313
time=103039, red=36949, ir=56643
time=103059, red=40661, ir=56843
time=103079, red=42490, ir=57378
time=103099, red=43917, ir=57191
time=103118, red=43773, ir=57102
time=103138, red=43347, ir=58251
time=103158, red=46140, ir=58580
time=103178, red=43623, ir=58563
time=103198, red=44811, ir=56965
time=103218, red=45264, ir=58178
time=103238, red=44946, ir=56215
time=103258, red=47043, ir=57037
time=103278, red=47774, ir=57244
time=103298, red=47703, ir=57263
time=103318, red=47731, ir=57235
time=103338, red=48370, ir=57858
time=103358, red=47926, ir=56525
time=103378, red=44011, ir=53992
time=103398, red=44989, ir=55544
time=103418, red=44371, ir=54158
time=103438, red=42026, ir=52610
time=103458, red=40533, ir=50680
time=103478, red=39333, ir=51007
time=103498, red=36439, ir=49670
time=103518, red=34082, ir=51377
time=103538, red=32482, ir=52099
time=103558, red=30978, ir=53387
time=103578, red=29263, ir=50724
time=103598, red=31069, ir=52988
time=103618, red=23868, ir=43266
time=103638, red=25208, ir=38650
time=103658, red=19226, ir=27355
time=103678, red=20229, ir=34210
time=103698, red=23710, ir=46178
time=103718, red=27351, ir=56071
time=103738, red=31089, ir=56816
time=103758, red=27839, ir=57294
time=103778, red=28588, ir=58081
time=103798, red=28631, ir=57920
time=103818, red=28235, ir=56690
time=103838, red=26545, ir=53895
time=103858, red=26756, ir=51115
time=103878, red=24100, ir=54053
time=103898, red=31244, ir=54336
time=103918, red=26783, ir=35208
time=103938, red=7884, ir=16384
HR=230, SP=74
time=103963, red=12133, ir=16194
time=103978, red=27980, ir=42975
time=103998, red=34344, ir=56859
time=104018, red=38973, ir=56994
time=104038, red=40227, ir=56140
time=104058, red=37846, ir=55491
time=104078, red=43795, ir=55651
time=104098, red=46461, ir=56410
time=104118, red=47708, ir=55171
time=104138, red=47133, ir=54918
time=104158, red=49291, ir=56606
time=104178, red=48641, ir=57009
time=104198, red=48647, ir=56695
time=104218, red=48760, ir=56634
time=104238, red=48860, ir=56674
time=104258, red=49237, ir=56889
time=104278, red=50197, ir=57581
time=104298, red=49751, ir=55912
time=104318, red=47269, ir=53834
time=104338, red=44436, ir=53385
time=104358, red=45347, ir=54828
time=104378, red=45632, ir=55051
time=104398, red=45161, ir=55162
time=104418, red=43858, ir=53358
time=104438, red=44065, ir=53865
time=104458, red=45090, ir=54622
time=104478, red=43311, ir=53869
time=104498, red=41814, ir=52143
time=104518, red=41431, ir=52437
time=104538, red=42037, ir=52905
time=104558, red=42764, ir=53207
time=104578, red=39602, ir=51256
time=104598, red=35694, ir=50836
time=104618, red=35183, ir=51282
time=104638, red=36854, ir=54762
time=104658, red=37315, ir=54232
time=104678, red=40434, ir=53254
time=104698, red=38942, ir=53358
time=104718, red=43942, ir=55840
time=104738, red=48294, ir=61077
time=104758, red=46009, ir=59871
time=104778, red=45883, ir=59722
time=104798, red=45416, ir=59220
time=104818, red=45335, ir=58662
time=104838, red=45278, ir=58304
time=104858, red=45396, ir=58504
time=104878, red=43299, ir=57879
time=104898, red=46269, ir=58525
time=104918, red=39457, ir=54601
time=104938, red=41193, ir=56891
time=104958, red=43166, ir=59284
time=104978, red=44343, ir=59411
time=104998, red=38984, ir=56171
time=105018, red=41244, ir=58234
time=105038, red=44010, ir=57803
time=105058, red=43448, ir=58130
time=105078, red=44062, ir=57717
time=105098, red=49119, ir=60305
time=105118, red=51101, ir=61185
time=105138, red=53196, ir=63370
time=105158, red=50771, ir=60195
time=105178, red=49871, ir=61011
time=105198, red=46459, ir=59326
time=105218, red=46525, ir=59192
time=105238, red=46455, ir=58003
time=105258, red=46531, ir=58812
time=105278, red=46102, ir=59014
time=105298, red=46181, ir=58851
time=105318, red=46129, ir=58480
time=105338, red=46089, ir=58008
time=105358, red=45962, ir=57658
time=105378, red=47864, ir=58329
time=105398, red=46578, ir=57799
time=105418, red=47150, ir=56689
time=105438, red=45889, ir=55182
time=105458, red=46129, ir=56358
time=105478, red=43228, ir=54394
time=105498, red=40694, ir=51722
time=105518, red=40233, ir=51690
time=105538, red=40615, ir=52003
time=105558, red=41158, ir=52288
time=105578, red=41592, ir=52369
time=105598, red=41883, ir=52338
time=105618, red=42066, ir=52325
time=105638, red=42211, ir=52395
time=105658, red=42324, ir=52444
time=105678, red=42407, ir=52517
time=105698, red=42481, ir=52550
time=105718, red=42530, ir=52605
time=105738, red=42576, ir=52660
time=105758, red=42602, ir=52712
time=105778, red=42642, ir=52755
time=105798, red=42679, ir=52796
time=105818, red=42718, ir=52835
time=105838, red=42712, ir=52854
time=105858, red=42732, ir=52902
time=105878, red=42766, ir=52942
time=105898, red=42777, ir=52974
time=105917, red=42799, ir=53014
time=105937, red=42800, ir=53043
HR=230, SP=74
time=105957, red=42793, ir=53053
time=105977, red=42814, ir=53079
time=105997, red=42797, ir=53066
time=106017, red=42813, ir=53099
time=106037, red=42832, ir=53126
time=106057, red=42827, ir=53161
time=106077, red=42836, ir=53180
time=106097, red=42862, ir=53208
time=106117, red=42872, ir=53248
time=106137, red=42867, ir=53264
time=106157, red=42871, ir=53292
time=106177, red=42876, ir=53301
time=106197, red=42871, ir=53334
time=106217, red=42884, ir=53323
time=106237, red=42893, ir=53347
time=106257, red=42878, ir=53327
time=106277, red=42868, ir=53321
time=106297, red=42874, ir=53343
time=106317, red=42864, ir=53326
time=106337, red=42874, ir=53306
time=106357, red=42881, ir=53314
time=106377, red=42878, ir=53286
time=106397, red=42864, ir=53269
time=106417, red=42878, ir=53255
time=106437, red=42894, ir=53269
time=106457, red=42869, ir=53234
time=106477, red=42877, ir=53245
time=106497, red=42872, ir=53232
time=106517, red=42865, ir=53205
time=106537, red=42839, ir=53158
time=106557, red=42803, ir=53117
time=106577, red=42783, ir=53102
time=106597, red=42808, ir=53115
time=106617, red=42811, ir=53122
time=106637, red=42795, ir=53143
time=106657, red=42812, ir=53139
time=106677, red=42806, ir=53137
time=106697, red=42811, ir=53115
time=106717, red=42810, ir=53124
time=106737, red=42815, ir=53126
time=106757, red=42824, ir=53134
time=106777, red=42839, ir=53164
time=106797, red=42858, ir=53161
time=106817, red=42842, ir=53153
time=106837, red=42860, ir=53160
time=106857, red=42872, ir=53187
time=106877, red=42885, ir=53209
time=106897, red=42901, ir=53224
time=106917, red=42896, ir=53182
time=106937, red=42921, ir=53178
time=106957, red=42913, ir=53139
time=106977, red=42894, ir=53118
time=106997, red=42902, ir=53111
time=107017, red=42897, ir=53096
time=107037, red=42903, ir=53089
time=107057, red=42906, ir=53114
time=107077, red=42918, ir=53169
time=107097, red=42942, ir=53197
time=107117, red=42984, ir=53233
time=107137, red=43005, ir=53253
time=107157, red=43004, ir=53250
time=107177, red=43014, ir=53243
time=107197, red=43019, ir=53227
time=107217, red=43021, ir=53193
time=107237, red=43025, ir=53200
time=107257, red=43009, ir=53168
time=107277, red=43000, ir=53169
time=107297, red=43017, ir=53200
time=107317, red=43041, ir=53248
time=107337, red=43062, ir=53279
time=107357, red=43081, ir=53324
time=107377, red=43099, ir=53340
time=107397, red=43129, ir=53349
time=107417, red=43142, ir=53343
time=107437, red=43156, ir=53345
time=107457, red=43167, ir=53337
time=107477, red=43174, ir=53308
time=107497, red=43166, ir=53271
time=107517, red=43166, ir=53241
time=107537, red=43174, ir=53203
time=107557, red=43157, ir=53134
time=107577, red=43134, ir=53072
time=107597, red=43110, ir=53038
time=107617, red=43094, ir=52998
time=107637, red=43070, ir=52958
time=107657, red=43080, ir=52963
time=107677, red=43081, ir=52969
time=107697, red=43075, ir=52960
time=107717, red=43076, ir=52967
time=107737, red=43069, ir=52938
time=107757, red=43065, ir=52936
time=107777, red=43103, ir=52950
time=107797, red=43109, ir=52948
time=107817, red=43125, ir=52935
time=107837, red=43112, ir=52902
time=107857, red=43130, ir=52933
time=107877, red=43162, ir=52957
time=107897, red=43187, ir=52961
time=107917, red=43211, ir=52967
time=107937, red=43218, ir=52981
HR=285, SP=-1
time=107963, red=43256, ir=52980
time=107977, red=43266, ir=52971
time=107997, red=43267, ir=52985
time=108017, red=43265, ir=52978
time=108037, red=43301, ir=52991
time=108057, red=43307, ir=52991
time=108077, red=43308, ir=52972
time=108097, red=43306, ir=52978
time=108117, red=43358, ir=52997
time=108137, red=43366, ir=53015
time=108157, red=43376, ir=53018
time=108177, red=43389, ir=53003
time=108197, red=43376, ir=52985
time=108217, red=43397, ir=53014
time=108237, red=43417, ir=53035
time=108257, red=43437, ir=53031
time=108277, red=43444, ir=53064
time=108297, red=43463, ir=53074
time=108317, red=43479, ir=53066
time=108337, red=43496, ir=53109
time=108357, red=43513, ir=53105
time=108377, red=43522, ir=53113
time=108397, red=43515, ir=53106
time=108417, red=43530, ir=53114
time=108437, red=43563, ir=53115
time=108457, red=43565, ir=53110
time=108477, red=43574, ir=53112
time=108497, red=43595, ir=53116
time=108517, red=43607, ir=53111
time=108536, red=43609, ir=53111
time=108556, red=43614, ir=53090
time=108576, red=43602, ir=53056
time=108596, red=43584, ir=53039
time=108616, red=43590, ir=53007
time=108636, red=43581, ir=52962
time=108656, red=43585, ir=52946
time=108676, red=43578, ir=52908
time=108696, red=43578, ir=52880
time=108716, red=43577, ir=52858
time=108736, red=43606, ir=52819
time=108756, red=43588, ir=52773
time=108776, red=43578, ir=52726
time=108796, red=43580, ir=52636
time=108816, red=43556, ir=52591
time=108836, red=43552, ir=52575
time=108856, red=43566, ir=52558
time=108876, red=43587, ir=52574
time=108896, red=43611, ir=52594
time=108916, red=43642, ir=52618
time=108936, red=43673, ir=52644
time=108956, red=43708, ir=52653
time=108976, red=43733, ir=52681
time=108996, red=43731, ir=52678
time=109016, red=43764, ir=52708
time=109036, red=43800, ir=52723
time=109056, red=43850, ir=52727
time=109076, red=43854, ir=52750
time=109096, red=43875, ir=52749
time=109116, red=43905, ir=52763
time=109136, red=43915, ir=52766
time=109156, red=43924, ir=52757
time=109176, red=43948, ir=52777
time=109196, red=43959, ir=52773
time=109216, red=43972, ir=52797
time=109236, red=43990, ir=52800
time=109256, red=43997, ir=52816
time=109276, red=44007, ir=52824
time=109296, red=44015, ir=52841
time=109316, red=44034, ir=52859
time=109336, red=44047, ir=52870
time=109356, red=44075, ir=52848
time=109376, red=44071, ir=52836
time=109396, red=44078, ir=52839
time=109416, red=44085, ir=52847
time=109436, red=44088, ir=52847
time=109456, red=44123, ir=52836
time=109476, red=44142, ir=52834
time=109496, red=44157, ir=52864
time=109516, red=44147, ir=52866
time=109536, red=44142, ir=52853
time=109556, red=44164, ir=52889
time=109576, red=44159, ir=52896
time=109596, red=44148, ir=52871
time=109616, red=44150, ir=52844
time=109636, red=44154, ir=52850
time=109656, red=44147, ir=52824
time=109676, red=44143, ir=52828
time=109696, red=44161, ir=52816
time=109716, red=44148, ir=52771
time=109736, red=44113, ir=52745
time=109756, red=44104, ir=52718
time=109776, red=44097, ir=52687
time=109796, red=44093, ir=52665
time=109816, red=44076, ir=52598
time=109836, red=44061, ir=52587
time=109856, red=44049, ir=52570
time=109876, red=44045, ir=52526
time=109896, red=44049, ir=52499
time=109916, red=44048, ir=52483
time=109936, red=44050, ir=52458
HR=352, SP=16
time=109956, red=44042, ir=52468
time=109976, red=44056, ir=52444
time=109996, red=44057, ir=52438
time=110016, red=44085, ir=52415
time=110036, red=44087, ir=52436
time=110056, red=44098, ir=52465
time=110076, red=44123, ir=52473
time=110096, red=44141, ir=52482
time=110116, red=44164, ir=52482
time=110136, red=44182, ir=52487
time=110156, red=44185, ir=52525
time=110176, red=44188, ir=52535
time=110196, red=44196, ir=52548
time=110216, red=44214, ir=52548
time=110236, red=44219, ir=52556
time=110256, red=44226, ir=52553
time=110276, red=44214, ir=52582
time=110296, red=44240, ir=52596
time=110316, red=44258, ir=52593
time=110336, red=44250, ir=52605
time=110356, red=44260, ir=52606
time=110376, red=44243, ir=52628
time=110396, red=44254, ir=52628
time=110416, red=44264, ir=52641
time=110436, red=44254, ir=52665
time=110456, red=44273, ir=52677
time=110476, red=44267, ir=52691
time=110496, red=44275, ir=52715
time=110516, red=44278, ir=52721
time=110536, red=44290, ir=52733
time=110556, red=44271, ir=52742
time=110576, red=44288, ir=52753
time=110596, red=44290, ir=52756
time=110616, red=44289, ir=52771
time=110636, red=44304, ir=52801
time=110656, red=44283, ir=52805
time=110676, red=44311, ir=52832
time=110696, red=44304, ir=52854
time=110716, red=44316, ir=52865
time=110736, red=44304, ir=52871
time=110756, red=44303, ir=52862
time=110776, red=44297, ir=52840
time=110796, red=44297, ir=52789
time=110816, red=44269, ir=52734
time=110836, red=44257, ir=52739
time=110856, red=44256, ir=52747
time=110876, red=44259, ir=52710
time=110896, red=44244, ir=52715
time=110916, red=44241, ir=52695
time=110936, red=44225, ir=52662
time=110956, red=44205, ir=52621
time=110976, red=44211, ir=52591
time=110996, red=44224, ir=52557
time=111016, red=44225, ir=52547
time=111036, red=44239, ir=52508
time=111055, red=44235, ir=52495
time=111075, red=44267, ir=52501
time=111095, red=44252, ir=52480
time=111115, red=44262, ir=52477
time=111135, red=44284, ir=52483
time=111155, red=44309, ir=52518
time=111175, red=44332, ir=52542
time=111195, red=44335, ir=52568
time=111215, red=44368, ir=52583
time=111235, red=44372, ir=52594
time=111255, red=44396, ir=52626
time=111275, red=44403, ir=52637
time=111295, red=44417, ir=52655
time=111315, red=44426, ir=52656
time=111335, red=44437, ir=52691
time=111355, red=44437, ir=52706
time=111375, red=44439, ir=52705
time=111395, red=44440, ir=52734
time=111415, red=44459, ir=52742
time=111435, red=44441, ir=52756
time=111455, red=44473, ir=52794
time=111475, red=44519, ir=52874
time=111495, red=44603, ir=52937
time=111515, red=44663, ir=52978
time=111535, red=43769, ir=52752
time=111555, red=41623, ir=52065
time=111575, red=39015, ir=51162
time=111595, red=36539, ir=51019
time=111615, red=37056, ir=51100
time=111635, red=36331, ir=52447
time=111655, red=35571, ir=53459
time=111675, red=35893, ir=52940
time=111695, red=38046, ir=52236
time=111715, red=38269, ir=52153
time=111735, red=40059, ir=54400
time=111755, red=34829, ir=53880
time=111775, red=39862, ir=56284
time=111795, red=40887, ir=56383
time=111815, red=40965, ir=56421
time=111835, red=40985, ir=56591
time=111855, red=41167, ir=56824
time=111875, red=41158, ir=56699
time=111895, red=40513, ir=56346
time=111915, red=36873, ir=55643
time=111935, red=41982, ir=56742
HR=400, SP=76
time=111960, red=42614, ir=57376
time=111975, red=40143, ir=56669
time=111995, red=44129, ir=59385
time=112015, red=44445, ir=60999
time=112035, red=42753, ir=59008
time=112055, red=45959, ir=59744
time=112075, red=42164, ir=58637
time=112095, red=42735, ir=57490
time=112115, red=43628, ir=57842
time=112135, red=50323, ir=59193
time=112155, red=52979, ir=61194
time=112175, red=53259, ir=62681
time=112195, red=52467, ir=61400
time=112215, red=52223, ir=60424
time=112235, red=50861, ir=59554
time=112255, red=52871, ir=61459
time=112275, red=48153, ir=58052
time=112295, red=47259, ir=57500
time=112315, red=47087, ir=56488
time=112335, red=47158, ir=56442
time=112355, red=47201, ir=56840
time=112375, red=48067, ir=58147
time=112395, red=49138, ir=58241
time=112415, red=47911, ir=59366
time=112435, red=50212, ir=60251
time=112455, red=50604, ir=57973
time=112475, red=48441, ir=56198
time=112495, red=48060, ir=56542
time=112515, red=44040, ir=52154
time=112535, red=41861, ir=51026
time=112555, red=37145, ir=49046
time=112575, red=34551, ir=51233
time=112595, red=32840, ir=52546
time=112615, red=29449, ir=52291
time=112635, red=28338, ir=51461
time=112655, red=33915, ir=59234
time=112675, red=19811, ir=28400
time=112695, red=15964, ir=21859
time=112715, red=13885, ir=18683
time=112735, red=13188, ir=17774
time=112755, red=13611, ir=17132
time=112775, red=12554, ir=15675
time=112795, red=10718, ir=13519
time=112815, red=10914, ir=14619
time=112835, red=26458, ir=44384
time=112855, red=32641, ir=56132
time=112875, red=30659, ir=54600
time=112895, red=27778, ir=52425
time=112915, red=26332, ir=53861
time=112935, red=26082, ir=52713
time=112955, red=33684, ir=55456
time=112975, red=30002, ir=56122
time=112995, red=34919, ir=56030
time=113015, red=40342, ir=56802
time=113035, red=45020, ir=58708
time=113055, red=42890, ir=57847
time=113075, red=44418, ir=57783
time=113095, red=46872, ir=59270
time=113115, red=44482, ir=57373
time=113135, red=44961, ir=57644
time=113155, red=48125, ir=58091
time=113175, red=46533, ir=56681
time=113195, red=48027, ir=57518
time=113215, red=48480, ir=57254
time=113235, red=48622, ir=57368
time=113255, red=48758, ir=57396
time=113275, red=49834, ir=58170
time=113295, red=50416, ir=59232
time=113315, red=47765, ir=56005
time=113335, red=45109, ir=53705
time=113355, red=44660, ir=54245
time=113375, red=42946, ir=53243
time=113395, red=40248, ir=50298
time=113415, red=40053, ir=50745
time=113435, red=37477, ir=49905
time=113455, red=34205, ir=51109
time=113475, red=33960, ir=53069
time=113495, red=27935, ir=52261
time=113515, red=29526, ir=52427
time=113535, red=25088, ir=44430
time=113555, red=30551, ir=46459
time=113575, red=22922, ir=34565
time=113595, red=26764, ir=41246
time=113615, red=29703, ir=52843
time=113635, red=30832, ir=55348
time=113655, red=26111, ir=59369
time=113675, red=29268, ir=58500
time=113695, red=29196, ir=59045
time=113715, red=29119, ir=58979
time=113735, red=28943, ir=58272
time=113755, red=27218, ir=56120
time=113775, red=27603, ir=52224
time=113795, red=23454, ir=49098
time=113815, red=28140, ir=50678
time=113835, red=22331, ir=43302
time=113855, red=25093, ir=32331
time=113875, red=28900, ir=55293
time=113895, red=32809, ir=57126
time=113915, red=30106, ir=56337
time=113935, red=31501, ir=55566
HR=66, SP=-1
time=113955, red=36624, ir=53647
time=113975, red=41169, ir=55878
time=113994, red=47177, ir=55062
time=114014, red=48804, ir=55442
time=114034, red=49364, ir=56815
time=114054, red=46937, ir=55924
time=114074, red=45622, ir=53365
time=114094, red=46958, ir=54327
time=114114, red=46383, ir=53768
time=114134, red=46602, ir=53702
time=114154, red=46549, ir=53708
time=114174, red=46599, ir=53654
time=114194, red=47808, ir=54709
time=114214, red=43951, ir=51002
time=114234, red=44054, ir=53079
time=114254, red=46107, ir=56027
time=114274, red=47349, ir=57340
time=114294, red=47849, ir=57154
time=114314, red=47971, ir=57969
time=114334, red=43534, ir=55326
time=114354, red=44728, ir=55181
time=114374, red=42113, ir=53566
time=114394, red=40774, ir=52307
time=114414, red=41408, ir=53055
time=114434, red=40318, ir=52441
time=114454, red=36123, ir=51334
time=114474, red=35176, ir=51526
time=114494, red=36394, ir=54374
time=114514, red=35725, ir=53240
time=114534, red=38620, ir=53875
time=114554, red=39936, ir=54942
time=114574, red=38033, ir=57645
time=114594, red=43417, ir=57528
time=114614, red=43053, ir=59280
time=114634, red=37822, ir=58835
time=114654, red=30060, ir=54860
time=114674, red=25671, ir=52536
time=114694, red=25826, ir=52100
time=114714, red=25427, ir=51118
time=114734, red=24715, ir=49828
time=114754, red=24013, ir=49600
time=114774, red=30270, ir=54033
time=114794, red=37800, ir=55614
time=114814, red=40715, ir=54873
time=114834, red=41974, ir=58253
time=114854, red=39825, ir=55581
time=114874, red=43763, ir=57772
time=114894, red=43975, ir=58143
time=114914, red=44554, ir=57245
time=114934, red=49319, ir=60733
time=114954, red=51640, ir=60551
time=114974, red=50706, ir=61210
time=114994, red=47404, ir=57970
time=115014, red=48039, ir=57968
time=115034, red=45167, ir=57959
time=115054, red=44985, ir=56911
time=115074, red=44722, ir=56123
time=115094, red=45791, ir=58128
time=115114, red=46000, ir=58389
time=115134, red=45927, ir=58318
time=115154, red=46130, ir=58052
time=115174, red=45584, ir=57538
time=115194, red=44558, ir=56104
time=115214, red=48146, ir=59609
time=115234, red=47488, ir=56950
time=115254, red=46795, ir=56572
time=115274, red=46853, ir=56770
time=115294, red=44202, ir=54723
time=115314, red=41837, ir=52877
time=115334, red=39484, ir=51407
time=115354, red=40256, ir=52005
time=115374, red=36039, ir=50600
time=115394, red=34089, ir=51743
time=115414, red=32577, ir=53103
time=115434, red=32725, ir=54319
time=115454, red=27730, ir=53205
time=115474, red=26483, ir=52503
time=115494, red=29989, ir=49761
time=115514, red=27058, ir=39416
time=115534, red=22826, ir=29207
time=115554, red=19143, ir=24361
time=115574, red=22041, ir=28615
time=115594, red=23916, ir=42882
time=115614, red=19519, ir=48949
time=115634, red=19578, ir=50479
time=115654, red=20813, ir=49813
time=115674, red=20324, ir=47831
time=115694, red=19587, ir=44638
time=115714, red=18360, ir=42902
time=115734, red=17428, ir=40553
time=115754, red=18824, ir=41250
time=115774, red=28324, ir=44444
time=115794, red=21607, ir=34272
time=115814, red=16280, ir=18543
time=115834, red=24945, ir=38982
time=115854, red=32889, ir=50306
time=115874, red=33993, ir=53433
time=115894, red=37714, ir=56022
time=115914, red=39414, ir=57890
time=115934, red=44075, ir=57734
HR=400, SP=-1
time=115961, red=35737, ir=53678
time=115974, red=47028, ir=54038
time=115994, red=47134, ir=55878
time=116014, red=48753, ir=55622
time=116034, red=46745, ir=54285
time=116054, red=47032, ir=54992
time=116074, red=47220, ir=55232
