AT4T28P1 - Pris - 5_5_411_50, tongue movement approx 45k-55k ms
time=124572, red=51502, ir=57743
time=124592, red=51506, ir=57733
time=124612, red=51509, ir=57757
time=124632, red=51521, ir=57787
time=124652, red=51519, ir=57790
time=124672, red=51539, ir=57797
time=124692, red=51530, ir=57818
time=124712, red=51540, ir=57828
time=124732, red=51540, ir=57828
time=124752, red=51530, ir=57846
time=124772, red=51550, ir=57840
time=124792, red=51541, ir=57846
time=124812, red=51548, ir=57853
time=124832, red=51551, ir=57861
time=124852, red=51531, ir=57862
time=124872, red=51534, ir=57878
time=124892, red=51549, ir=57885
time=124912, red=51543, ir=57884
time=124932, red=51553, ir=57893
time=124952, red=51548, ir=57889
time=124972, red=51555, ir=57907
time=124992, red=51540, ir=57912
time=125012, red=51542, ir=57887
time=125032, red=51545, ir=57887
time=125052, red=51522, ir=57885
time=125072, red=51527, ir=57877
time=125092, red=51510, ir=57869
time=125112, red=51514, ir=57878
time=125132, red=51523, ir=57889
time=125152, red=51525, ir=57886
time=125172, red=51526, ir=57888
time=125192, red=51523, ir=57899
time=125212, red=51530, ir=57903
time=125232, red=51516, ir=57893
time=125252, red=51516, ir=57886
time=125272, red=51500, ir=57866
time=125292, red=51504, ir=57881
time=125312, red=51503, ir=57850
time=125332, red=51501, ir=57847
time=125352, red=51499, ir=57834
time=125372, red=51498, ir=57821
time=125392, red=51508, ir=57800
time=125412, red=51494, ir=57784
time=125432, red=51502, ir=57776
time=125452, red=51497, ir=57780
time=125472, red=51516, ir=57777
time=125492, red=51513, ir=57770
time=125512, red=51512, ir=57765
time=125532, red=51516, ir=57755
time=125552, red=51520, ir=57757
time=125572, red=51540, ir=57754
time=125592, red=51539, ir=57767
time=125612, red=51546, ir=57777
time=125632, red=51557, ir=57764
time=125652, red=51560, ir=57764
time=125672, red=51570, ir=57769
time=125692, red=51571, ir=57788
time=125712, red=51570, ir=57785
time=125732, red=51574, ir=57783
time=125752, red=51575, ir=57791
time=125772, red=51582, ir=57798
time=125792, red=51576, ir=57805
time=125812, red=51570, ir=57795
time=125832, red=51579, ir=57812
time=125853, red=51591, ir=57811
time=125873, red=51602, ir=57812
time=125893, red=51593, ir=57812
time=125913, red=51587, ir=57813
time=125933, red=51586, ir=57810
time=125953, red=51601, ir=57808
time=125973, red=51586, ir=57819
time=125993, red=51592, ir=57814
time=126013, red=51598, ir=57840
time=126033, red=51604, ir=57854
time=126053, red=51607, ir=57841
time=126073, red=51605, ir=57835
time=126093, red=51617, ir=57854
HR=96, SP=-1
time=126113, red=51601, ir=57854
time=126133, red=51597, ir=57864
time=126153, red=51603, ir=57863
time=126173, red=51606, ir=57857
time=126193, red=51612, ir=57882
time=126213, red=51597, ir=57885
time=126233, red=51602, ir=57892
time=126253, red=51603, ir=57886
time=126273, red=51601, ir=57895
time=126293, red=51598, ir=57886
time=126313, red=51595, ir=57907
time=126333, red=51610, ir=57895
time=126353, red=51601, ir=57902
time=126373, red=51596, ir=57915
time=126393, red=51615, ir=57909
time=126413, red=51590, ir=57911
time=126433, red=51596, ir=57906
time=126453, red=51585, ir=57912
time=126473, red=51599, ir=57932
time=126493, red=51602, ir=57921
time=126513, red=51600, ir=57914
time=126533, red=51603, ir=57935
time=126553, red=51599, ir=57924
time=126573, red=51594, ir=57927
time=126593, red=51595, ir=57925
time=126613, red=51609, ir=57938
time=126633, red=51597, ir=57947
time=126653, red=51599, ir=57969
time=126673, red=51597, ir=57978
time=126693, red=51596, ir=57962
time=126713, red=51601, ir=57970
time=126733, red=51598, ir=57971
time=126753, red=51589, ir=57966
time=126773, red=51591, ir=57962
time=126793, red=51590, ir=57973
time=126813, red=51579, ir=57957
time=126833, red=51576, ir=57951
time=126853, red=51579, ir=57961
time=126873, red=51573, ir=57938
time=126893, red=51569, ir=57925
time=126913, red=51561, ir=57907
time=126933, red=51548, ir=57893
time=126953, red=51551, ir=57868
time=126973, red=51535, ir=57854
time=126993, red=51547, ir=57833
time=127013, red=51546, ir=57823
time=127033, red=51556, ir=57821
time=127053, red=51546, ir=57822
time=127073, red=51542, ir=57802
time=127093, red=51551, ir=57812
time=127113, red=51566, ir=57808
time=127133, red=51570, ir=57808
time=127153, red=51569, ir=57812
time=127173, red=51577, ir=57802
time=127193, red=51572, ir=57805
time=127213, red=51573, ir=57803
time=127233, red=51588, ir=57808
time=127253, red=51600, ir=57811
time=127273, red=51570, ir=57807
time=127293, red=51591, ir=57837
time=127313, red=51604, ir=57825
time=127333, red=51609, ir=57831
time=127353, red=51605, ir=57849
time=127373, red=51603, ir=57836
time=127393, red=51607, ir=57845
time=127413, red=51595, ir=57833
time=127433, red=51610, ir=57848
time=127453, red=51612, ir=57830
time=127473, red=51610, ir=57853
time=127493, red=51613, ir=57845
time=127513, red=51617, ir=57858
time=127533, red=51612, ir=57848
time=127553, red=51621, ir=57849
time=127573, red=51622, ir=57852
time=127593, red=51608, ir=57871
time=127613, red=51619, ir=57844
time=127633, red=51607, ir=57864
time=127653, red=51597, ir=57870
time=127673, red=51608, ir=57867
time=127693, red=51608, ir=57889
time=127713, red=51628, ir=57861
time=127734, red=51625, ir=57885
time=127754, red=51606, ir=57884
time=127774, red=51615, ir=57891
time=127794, red=51612, ir=57910
time=127814, red=51619, ir=57898
time=127834, red=51621, ir=57920
time=127854, red=51609, ir=57902
time=127874, red=51603, ir=57915
time=127894, red=51621, ir=57910
time=127914, red=51617, ir=57918
time=127934, red=51613, ir=57927
time=127954, red=51611, ir=57932
time=127974, red=51605, ir=57942
time=127994, red=51600, ir=57924
time=128014, red=51604, ir=57938
time=128034, red=51610, ir=57917
time=128054, red=51597, ir=57925
time=128074, red=51611, ir=57937
time=128094, red=51597, ir=57942
HR=107, SP=-1
time=128118, red=51598, ir=57951
time=128134, red=51603, ir=57946
time=128154, red=51603, ir=57935
time=128174, red=51597, ir=57950
time=128194, red=51593, ir=57943
time=128214, red=51583, ir=57937
time=128234, red=51584, ir=57970
time=128254, red=51594, ir=57967
time=128274, red=51596, ir=57968
time=128294, red=51599, ir=57968
time=128314, red=51590, ir=57977
time=128334, red=51594, ir=57975
time=128354, red=51582, ir=57998
time=128374, red=51603, ir=57977
time=128394, red=51598, ir=57999
time=128414, red=51594, ir=57993
time=128434, red=51580, ir=57982
time=128454, red=51562, ir=57969
time=128474, red=51580, ir=57952
time=128494, red=51560, ir=57931
time=128514, red=51553, ir=57922
time=128534, red=51555, ir=57902
time=128554, red=51558, ir=57892
time=128574, red=51563, ir=57875
time=128594, red=51551, ir=57863
time=128614, red=51543, ir=57858
time=128634, red=51554, ir=57845
time=128654, red=51555, ir=57830
time=128674, red=51567, ir=57825
time=128694, red=51547, ir=57834
time=128714, red=51571, ir=57814
time=128734, red=51568, ir=57830
time=128754, red=51565, ir=57803
time=128774, red=51584, ir=57816
time=128794, red=51576, ir=57817
time=128814, red=51588, ir=57811
time=128834, red=51587, ir=57827
time=128854, red=51597, ir=57842
time=128874, red=51603, ir=57844
time=128894, red=51578, ir=57841
time=128914, red=51617, ir=57827
time=128934, red=51610, ir=57854
time=128954, red=51615, ir=57849
time=128974, red=51609, ir=57851
time=128994, red=51617, ir=57859
time=129014, red=51595, ir=57846
time=129034, red=51613, ir=57861
time=129054, red=51607, ir=57869
time=129074, red=51617, ir=57854
time=129094, red=51605, ir=57855
time=129114, red=51616, ir=57858
time=129134, red=51611, ir=57845
time=129154, red=51609, ir=57868
time=129174, red=51610, ir=57861
time=129194, red=51610, ir=57871
time=129214, red=51619, ir=57881
time=129234, red=51623, ir=57881
time=129254, red=51624, ir=57874
time=129274, red=51611, ir=57885
time=129294, red=51616, ir=57885
time=129314, red=51629, ir=57891
time=129334, red=51618, ir=57898
time=129354, red=51629, ir=57897
time=129374, red=51617, ir=57891
time=129394, red=51630, ir=57912
time=129414, red=51619, ir=57900
time=129434, red=51609, ir=57898
time=129454, red=51631, ir=57904
time=129474, red=51615, ir=57903
time=129494, red=51611, ir=57921
time=129514, red=51620, ir=57913
time=129534, red=51604, ir=57914
time=129554, red=51614, ir=57915
time=129574, red=51611, ir=57921
time=129594, red=51606, ir=57939
time=129614, red=51610, ir=57944
time=129634, red=51612, ir=57930
time=129654, red=51608, ir=57935
time=129675, red=51602, ir=57934
time=129695, red=51606, ir=57940
time=129715, red=51603, ir=57936
time=129735, red=51593, ir=57939
time=129755, red=51598, ir=57942
time=129775, red=51593, ir=57916
time=129795, red=51588, ir=57922
time=129815, red=51590, ir=57928
time=129835, red=51578, ir=57924
time=129855, red=51594, ir=57921
time=129875, red=51581, ir=57909
time=129895, red=51577, ir=57904
time=129915, red=51586, ir=57907
time=129935, red=51568, ir=57905
time=129955, red=51581, ir=57909
time=129975, red=51576, ir=57911
time=129995, red=51565, ir=57898
time=130015, red=51579, ir=57918
time=130035, red=51565, ir=57892
time=130055, red=51565, ir=57890
time=130075, red=51557, ir=57880
time=130095, red=51552, ir=57852
HR=153, SP=92
time=130115, red=51546, ir=57844
time=130135, red=51553, ir=57835
time=130155, red=51538, ir=57807
time=130175, red=51534, ir=57802
time=130195, red=51538, ir=57789
time=130215, red=51535, ir=57772
time=130235, red=51541, ir=57760
time=130255, red=51552, ir=57750
time=130275, red=51550, ir=57738
time=130295, red=51555, ir=57737
time=130315, red=51558, ir=57718
time=130335, red=51546, ir=57717
time=130355, red=51561, ir=57714
time=130375, red=51566, ir=57724
time=130395, red=51580, ir=57726
time=130415, red=51578, ir=57723
time=130435, red=51581, ir=57738
time=130455, red=51589, ir=57750
time=130475, red=51596, ir=57744
time=130495, red=51618, ir=57747
time=130515, red=51595, ir=57763
time=130535, red=51613, ir=57776
time=130555, red=51605, ir=57758
time=130575, red=51614, ir=57764
time=130595, red=51615, ir=57772
time=130615, red=51623, ir=57769
time=130635, red=51628, ir=57781
time=130655, red=51621, ir=57771
time=130675, red=51628, ir=57775
time=130695, red=51615, ir=57773
time=130715, red=51610, ir=57777
time=130735, red=51632, ir=57782
time=130755, red=51621, ir=57779
time=130775, red=51613, ir=57765
time=130795, red=51618, ir=57783
time=130815, red=51614, ir=57791
time=130835, red=51618, ir=57789
time=130855, red=51623, ir=57791
time=130875, red=51618, ir=57807
time=130895, red=51625, ir=57806
time=130915, red=51621, ir=57801
time=130935, red=51632, ir=57798
time=130955, red=51618, ir=57818
time=130975, red=51612, ir=57816
time=130995, red=51605, ir=57814
time=131015, red=51624, ir=57818
time=131035, red=51626, ir=57809
time=131055, red=51622, ir=57816
time=131075, red=51618, ir=57837
time=131095, red=51614, ir=57815
time=131115, red=51603, ir=57824
time=131135, red=51620, ir=57811
time=131155, red=51616, ir=57827
time=131175, red=51623, ir=57856
time=131195, red=51614, ir=57836
time=131215, red=51615, ir=57840
time=131235, red=51621, ir=57850
time=131255, red=51605, ir=57847
time=131275, red=51613, ir=57834
time=131295, red=51607, ir=57855
time=131315, red=51609, ir=57852
time=131335, red=51605, ir=57856
time=131355, red=51616, ir=57859
time=131375, red=51605, ir=57861
time=131395, red=51619, ir=57869
time=131415, red=51622, ir=57880
time=131435, red=51613, ir=57884
time=131455, red=51598, ir=57883
time=131475, red=51600, ir=57887
time=131495, red=51608, ir=57894
time=131515, red=51618, ir=57895
time=131535, red=51614, ir=57892
time=131555, red=51614, ir=57917
time=131575, red=51608, ir=57912
time=131595, red=51619, ir=57912
time=131616, red=51603, ir=57920
time=131636, red=51605, ir=57933
time=131656, red=51600, ir=57920
time=131676, red=51601, ir=57922
time=131696, red=51589, ir=57918
time=131716, red=51590, ir=57932
time=131736, red=51585, ir=57927
time=131756, red=51597, ir=57935
time=131776, red=51599, ir=57942
time=131796, red=51591, ir=57955
time=131816, red=51610, ir=57960
time=131836, red=51588, ir=57952
time=131856, red=51586, ir=57949
time=131876, red=51591, ir=57944
time=131896, red=51589, ir=57951
time=131916, red=51587, ir=57951
time=131936, red=51581, ir=57950
time=131956, red=51582, ir=57949
time=131976, red=51587, ir=57954
time=131996, red=51585, ir=57967
time=132016, red=51589, ir=57953
time=132036, red=51585, ir=57959
time=132056, red=51588, ir=57956
time=132076, red=51571, ir=57947
time=132096, red=51574, ir=57935
HR=250, SP=99
time=132122, red=51562, ir=57922
time=132136, red=51569, ir=57928
time=132156, red=51558, ir=57896
time=132176, red=51565, ir=57883
time=132196, red=51566, ir=57855
time=132216, red=51561, ir=57836
time=132236, red=51564, ir=57833
time=132256, red=51582, ir=57833
time=132276, red=51569, ir=57822
time=132296, red=51574, ir=57817
time=132316, red=51568, ir=57813
time=132336, red=51582, ir=57811
time=132356, red=51586, ir=57797
time=132376, red=51581, ir=57808
time=132396, red=51588, ir=57802
time=132416, red=51607, ir=57811
time=132436, red=51605, ir=57837
time=132456, red=51616, ir=57836
time=132476, red=51616, ir=57835
time=132496, red=51613, ir=57832
time=132516, red=51613, ir=57834
time=132536, red=51624, ir=57852
time=132556, red=51627, ir=57851
time=132576, red=51628, ir=57849
time=132596, red=51626, ir=57864
time=132616, red=51625, ir=57848
time=132636, red=51628, ir=57856
time=132656, red=51635, ir=57865
time=132676, red=51639, ir=57859
time=132696, red=51635, ir=57865
time=132716, red=51629, ir=57873
time=132736, red=51641, ir=57865
time=132756, red=51637, ir=57865
time=132776, red=51636, ir=57869
time=132796, red=51657, ir=57875
time=132816, red=51644, ir=57870
time=132836, red=51640, ir=57875
time=132856, red=51642, ir=57876
time=132876, red=51642, ir=57869
time=132896, red=51636, ir=57871
time=132916, red=51649, ir=57871
time=132936, red=51637, ir=57895
time=132956, red=51640, ir=57884
time=132976, red=51638, ir=57884
time=132996, red=51641, ir=57891
time=133016, red=51639, ir=57882
time=133036, red=51643, ir=57873
time=133056, red=51640, ir=57889
time=133076, red=51646, ir=57891
time=133096, red=51645, ir=57881
time=133116, red=51629, ir=57877
time=133136, red=51630, ir=57904
time=133156, red=51629, ir=57895
time=133176, red=51630, ir=57916
time=133196, red=51648, ir=57896
time=133216, red=51633, ir=57906
time=133236, red=51637, ir=57908
time=133256, red=51629, ir=57906
time=133276, red=51633, ir=57908
time=133296, red=51618, ir=57885
time=133316, red=51636, ir=57898
time=133336, red=51627, ir=57894
time=133356, red=51635, ir=57914
time=133376, red=51624, ir=57904
time=133396, red=51621, ir=57892
time=133416, red=51624, ir=57888
time=133436, red=51619, ir=57870
time=133456, red=51613, ir=57842
time=133476, red=51615, ir=57848
time=133496, red=51605, ir=57839
time=133516, red=51604, ir=57823
time=133536, red=51608, ir=57807
time=133556, red=51605, ir=57797
time=133576, red=51611, ir=57773
time=133596, red=51616, ir=57762
time=133616, red=51616, ir=57759
time=133636, red=51610, ir=57760
time=133656, red=51623, ir=57760
time=133676, red=51615, ir=57750
time=133696, red=51627, ir=57760
time=133716, red=51648, ir=57773
time=133736, red=51623, ir=57773
time=133757, red=51647, ir=57764
time=133777, red=51629, ir=57783
time=133797, red=51637, ir=57773
time=133817, red=51654, ir=57783
time=133837, red=51652, ir=57797
time=133857, red=51674, ir=57819
time=133877, red=51660, ir=57807
time=133897, red=51655, ir=57808
time=133917, red=51676, ir=57818
time=133937, red=51671, ir=57822
time=133957, red=51670, ir=57833
time=133977, red=51675, ir=57838
time=133997, red=51667, ir=57832
time=134017, red=51689, ir=57824
time=134037, red=51671, ir=57825
time=134057, red=51665, ir=57839
time=134077, red=51669, ir=57833
time=134097, red=51659, ir=57837
HR=117, SP=-1
time=134117, red=51673, ir=57860
time=134137, red=51669, ir=57852
time=134157, red=51676, ir=57863
time=134177, red=51673, ir=57857
time=134197, red=51666, ir=57865
time=134217, red=51666, ir=57862
time=134237, red=51664, ir=57864
time=134257, red=51673, ir=57875
time=134277, red=51679, ir=57871
time=134297, red=51673, ir=57876
time=134317, red=51670, ir=57882
time=134337, red=51663, ir=57880
time=134357, red=51666, ir=57890
time=134377, red=51669, ir=57899
time=134397, red=51669, ir=57898
time=134417, red=51670, ir=57904
time=134437, red=51673, ir=57910
time=134457, red=51665, ir=57908
time=134477, red=51669, ir=57922
time=134497, red=51661, ir=57922
time=134517, red=51674, ir=57915
time=134537, red=51661, ir=57912
time=134557, red=51666, ir=57919
time=134577, red=51663, ir=57919
time=134597, red=51670, ir=57938
time=134617, red=51669, ir=57937
time=134637, red=51658, ir=57956
time=134657, red=51653, ir=57950
time=134677, red=51643, ir=57962
time=134697, red=51662, ir=57960
time=134717, red=51658, ir=57971
time=134737, red=51662, ir=57974
time=134757, red=51662, ir=57962
time=134777, red=51656, ir=57973
time=134797, red=51645, ir=57983
time=134817, red=51649, ir=57986
time=134837, red=51660, ir=57986
time=134857, red=51658, ir=57982
time=134877, red=51655, ir=57989
time=134897, red=51648, ir=58015
time=134917, red=51648, ir=57987
time=134937, red=51645, ir=57995
time=134957, red=51650, ir=58005
time=134977, red=51649, ir=58017
time=134997, red=51652, ir=58011
time=135017, red=51655, ir=58034
time=135037, red=51654, ir=58045
time=135057, red=51656, ir=58030
time=135077, red=51652, ir=58041
time=135097, red=51646, ir=58029
time=135117, red=51654, ir=58029
time=135137, red=51638, ir=58021
time=135157, red=51639, ir=58030
time=135177, red=51647, ir=58046
time=135197, red=51625, ir=58048
time=135217, red=51640, ir=58030
time=135237, red=51626, ir=58013
time=135257, red=51633, ir=58032
time=135277, red=51629, ir=58041
time=135297, red=51619, ir=58031
time=135317, red=51618, ir=58045
time=135337, red=51620, ir=58033
time=135357, red=51617, ir=58034
time=135377, red=51626, ir=58050
time=135397, red=51620, ir=58045
time=135417, red=51620, ir=58052
time=135437, red=51617, ir=58053
time=135457, red=51620, ir=58048
time=135477, red=51610, ir=58030
time=135497, red=51614, ir=58023
time=135517, red=51591, ir=57994
time=135537, red=51581, ir=57977
time=135557, red=51577, ir=57970
time=135577, red=51580, ir=57969
time=135597, red=51564, ir=57944
time=135617, red=51575, ir=57922
time=135637, red=51564, ir=57907
time=135657, red=51571, ir=57895
time=135677, red=51563, ir=57881
time=135697, red=51582, ir=57872
time=135717, red=51573, ir=57847
time=135737, red=51593, ir=57854
time=135757, red=51581, ir=57855
time=135777, red=51588, ir=57848
time=135797, red=51597, ir=57858
time=135817, red=51613, ir=57856
time=135837, red=51605, ir=57841
time=135857, red=51613, ir=57868
time=135877, red=51625, ir=57854
time=135897, red=51624, ir=57876
time=135917, red=51632, ir=57874
time=135937, red=51613, ir=57869
time=135957, red=51633, ir=57879
time=135977, red=51644, ir=57889
time=135997, red=51643, ir=57914
time=136017, red=51641, ir=57895
time=136037, red=51643, ir=57884
time=136057, red=51636, ir=57891
time=136077, red=51641, ir=57898
time=136097, red=51644, ir=57880
HR=92, SP=-1
time=136122, red=51642, ir=57882
time=136138, red=51650, ir=57892
time=136158, red=51642, ir=57893
time=136178, red=51641, ir=57890
time=136198, red=51658, ir=57901
time=136218, red=51645, ir=57897
time=136238, red=51653, ir=57896
time=136258, red=51639, ir=57905
time=136278, red=51654, ir=57899
time=136298, red=51664, ir=57908
time=136318, red=51655, ir=57915
time=136338, red=51666, ir=57914
time=136358, red=51666, ir=57906
time=136378, red=51659, ir=57930
time=136398, red=51654, ir=57925
time=136418, red=51671, ir=57940
time=136438, red=51660, ir=57931
time=136458, red=51664, ir=57948
time=136478, red=51664, ir=57944
time=136498, red=51672, ir=57951
time=136518, red=51678, ir=57956
time=136538, red=51668, ir=57968
time=136558, red=51669, ir=57971
time=136578, red=51677, ir=57981
time=136598, red=51671, ir=57986
time=136618, red=51665, ir=57994
time=136638, red=51678, ir=57981
time=136658, red=51667, ir=57993
time=136678, red=51681, ir=58000
time=136698, red=51677, ir=57991
time=136718, red=51677, ir=57989
time=136738, red=51674, ir=57977
time=136758, red=51648, ir=57990
time=136778, red=51662, ir=57986
time=136798, red=51659, ir=58002
time=136818, red=51661, ir=58006
time=136838, red=51648, ir=57999
time=136858, red=51663, ir=58007
time=136878, red=51651, ir=58007
time=136898, red=51643, ir=58010
time=136918, red=51652, ir=58015
time=136938, red=51646, ir=58022
time=136958, red=51665, ir=58022
time=136978, red=51657, ir=58038
time=136998, red=51665, ir=58037
time=137018, red=51651, ir=58019
time=137038, red=51650, ir=58053
time=137058, red=51654, ir=58041
time=137078, red=51655, ir=58045
time=137098, red=51648, ir=58049
time=137118, red=51647, ir=58052
time=137138, red=51647, ir=58055
time=137158, red=51646, ir=58042
time=137178, red=51638, ir=58025
time=137198, red=51650, ir=58013
time=137218, red=51629, ir=57995
time=137238, red=51635, ir=57980
time=137258, red=51617, ir=57950
time=137278, red=51618, ir=57937
time=137298, red=51622, ir=57925
time=137318, red=51615, ir=57923
time=137338, red=51608, ir=57896
time=137358, red=51617, ir=57902
time=137378, red=51623, ir=57891
time=137398, red=51623, ir=57871
time=137418, red=51630, ir=57866
time=137438, red=51622, ir=57872
time=137458, red=51637, ir=57849
time=137478, red=51640, ir=57850
time=137498, red=51640, ir=57860
time=137518, red=51651, ir=57869
time=137538, red=51639, ir=57869
time=137558, red=51646, ir=57867
time=137578, red=51662, ir=57885
time=137598, red=51655, ir=57864
time=137618, red=51664, ir=57873
time=137638, red=51670, ir=57875
time=137658, red=51663, ir=57880
time=137678, red=51669, ir=57890
time=137698, red=51675, ir=57889
time=137718, red=51665, ir=57885
time=137738, red=51663, ir=57891
time=137758, red=51672, ir=57896
time=137778, red=51664, ir=57891
time=137798, red=51675, ir=57886
time=137818, red=51669, ir=57883
time=137838, red=51664, ir=57892
time=137858, red=51669, ir=57881
time=137878, red=51649, ir=57889
time=137898, red=51667, ir=57902
time=137918, red=51672, ir=57878
time=137938, red=51662, ir=57892
time=137958, red=51669, ir=57891
time=137978, red=51667, ir=57889
time=137998, red=51670, ir=57891
time=138018, red=51666, ir=57896
time=138038, red=51666, ir=57895
time=138058, red=51665, ir=57893
time=138078, red=51658, ir=57902
time=138098, red=51673, ir=57916
HR=95, SP=94
time=138118, red=51662, ir=57910
time=138138, red=51649, ir=57920
time=138158, red=51666, ir=57910
time=138178, red=51653, ir=57918
time=138198, red=51660, ir=57926
time=138218, red=51660, ir=57932
time=138238, red=51667, ir=57932
time=138258, red=51654, ir=57922
time=138278, red=51656, ir=57953
time=138298, red=51649, ir=57936
time=138318, red=51636, ir=57915
time=138338, red=51652, ir=57934
time=138358, red=51650, ir=57934
time=138378, red=51643, ir=57935
time=138398, red=51646, ir=57926
time=138418, red=51645, ir=57934
time=138438, red=51662, ir=57945
time=138458, red=51650, ir=57954
time=138478, red=51641, ir=57952
time=138498, red=51650, ir=57951
time=138518, red=51648, ir=57946
time=138538, red=51633, ir=57963
time=138558, red=51649, ir=57957
time=138578, red=51636, ir=57958
time=138598, red=51641, ir=57967
time=138618, red=51643, ir=57977
time=138638, red=51633, ir=57975
time=138658, red=51636, ir=57967
time=138678, red=51632, ir=57979
time=138698, red=51635, ir=57977
time=138718, red=51630, ir=57988
time=138738, red=51635, ir=57981
time=138758, red=51640, ir=57991
time=138778, red=51635, ir=57980
time=138798, red=51639, ir=57991
time=138818, red=51611, ir=57976
time=138839, red=51620, ir=57984
time=138859, red=51622, ir=57984
time=138879, red=51611, ir=57966
time=138899, red=51607, ir=57968
time=138919, red=51600, ir=57942
time=138939, red=51610, ir=57949
time=138959, red=51608, ir=57913
time=138979, red=51591, ir=57909
time=138999, red=51597, ir=57887
time=139019, red=51584, ir=57872
time=139039, red=51591, ir=57872
time=139059, red=51586, ir=57855
time=139079, red=51591, ir=57828
time=139099, red=51590, ir=57844
time=139119, red=51599, ir=57828
time=139139, red=51585, ir=57818
time=139159, red=51611, ir=57811
time=139179, red=51617, ir=57808
time=139199, red=51605, ir=57809
time=139219, red=51610, ir=57800
time=139239, red=51612, ir=57810
time=139259, red=51636, ir=57813
time=139279, red=51631, ir=57819
time=139299, red=51638, ir=57817
time=139319, red=51636, ir=57822
time=139339, red=51637, ir=57822
time=139359, red=51638, ir=57838
time=139379, red=51650, ir=57847
time=139399, red=51654, ir=57836
time=139419, red=51647, ir=57842
time=139439, red=51665, ir=57842
time=139459, red=51655, ir=57868
time=139479, red=51647, ir=57855
time=139499, red=51658, ir=57847
time=139519, red=51652, ir=57857
time=139539, red=51646, ir=57844
time=139559, red=51659, ir=57844
time=139579, red=51655, ir=57843
time=139599, red=51663, ir=57861
time=139619, red=51658, ir=57842
time=139639, red=51665, ir=57858
time=139659, red=51654, ir=57860
time=139679, red=51649, ir=57849
time=139699, red=51653, ir=57859
time=139719, red=51662, ir=57865
time=139739, red=51662, ir=57877
time=139759, red=51665, ir=57877
time=139779, red=51658, ir=57868
time=139799, red=51650, ir=57880
time=139819, red=51667, ir=57867
time=139839, red=51659, ir=57880
time=139859, red=51652, ir=57891
time=139879, red=51666, ir=57884
time=139899, red=51660, ir=57886
time=139919, red=51665, ir=57892
time=139939, red=51659, ir=57895
time=139959, red=51646, ir=57892
time=139979, red=51636, ir=57905
time=139999, red=51650, ir=57895
time=140019, red=51644, ir=57892
time=140039, red=51653, ir=57898
time=140059, red=51658, ir=57895
time=140079, red=51655, ir=57904
time=140099, red=51644, ir=57907
HR=71, SP=48
time=140124, red=51646, ir=57911
time=140139, red=51637, ir=57917
time=140159, red=51640, ir=57916
time=140179, red=51643, ir=57910
time=140199, red=51645, ir=57919
time=140219, red=51654, ir=57937
time=140239, red=51637, ir=57948
time=140259, red=51657, ir=57946
time=140279, red=51654, ir=57946
time=140299, red=51650, ir=57952
time=140319, red=51655, ir=57954
time=140339, red=51667, ir=57971
time=140359, red=51653, ir=57962
time=140379, red=51645, ir=57948
time=140399, red=51640, ir=57941
time=140419, red=51640, ir=57943
time=140439, red=51623, ir=57950
time=140459, red=51633, ir=57964
time=140479, red=51637, ir=57953
time=140499, red=51628, ir=57964
time=140519, red=51617, ir=57958
time=140539, red=51625, ir=57965
time=140559, red=51628, ir=57953
time=140579, red=51630, ir=57955
time=140599, red=51611, ir=57948
time=140619, red=51608, ir=57942
time=140639, red=51600, ir=57935
time=140659, red=51605, ir=57909
time=140679, red=51591, ir=57898
time=140699, red=51595, ir=57874
time=140719, red=51578, ir=57858
time=140739, red=51583, ir=57823
time=140759, red=51566, ir=57825
time=140779, red=51587, ir=57825
time=140799, red=51574, ir=57800
time=140819, red=51585, ir=57784
time=140839, red=51583, ir=57781
time=140859, red=51591, ir=57780
time=140879, red=51585, ir=57777
time=140899, red=51598, ir=57764
time=140919, red=51595, ir=57777
time=140939, red=51592, ir=57753
time=140959, red=51601, ir=57770
time=140979, red=51626, ir=57778
time=140999, red=51626, ir=57791
time=141019, red=51638, ir=57797
time=141039, red=51616, ir=57777
time=141059, red=51634, ir=57796
time=141079, red=51631, ir=57797
time=141099, red=51633, ir=57810
time=141119, red=51631, ir=57814
time=141139, red=51634, ir=57809
time=141159, red=51663, ir=57807
time=141179, red=51657, ir=57801
time=141199, red=51653, ir=57802
time=141219, red=51653, ir=57793
time=141239, red=51658, ir=57801
time=141259, red=51641, ir=57797
time=141279, red=51645, ir=57802
time=141299, red=51652, ir=57807
time=141319, red=51653, ir=57803
time=141339, red=51645, ir=57800
time=141359, red=51662, ir=57813
time=141379, red=51670, ir=57811
time=141399, red=51665, ir=57822
time=141419, red=51661, ir=57831
time=141439, red=51657, ir=57821
time=141459, red=51662, ir=57836
time=141479, red=51662, ir=57849
time=141499, red=51673, ir=57829
time=141519, red=51655, ir=57837
time=141539, red=51642, ir=57820
time=141559, red=51641, ir=57807
time=141579, red=51635, ir=57807
time=141599, red=51638, ir=57841
time=141619, red=51651, ir=57837
time=141639, red=51648, ir=57839
time=141659, red=51653, ir=57868
time=141679, red=51658, ir=57853
time=141699, red=51645, ir=57862
time=141719, red=51644, ir=57861
time=141739, red=51649, ir=57864
time=141759, red=51641, ir=57880
time=141779, red=51654, ir=57876
time=141799, red=51644, ir=57878
time=141819, red=51642, ir=57872
time=141839, red=51649, ir=57875
time=141859, red=51646, ir=57881
time=141879, red=51653, ir=57892
time=141899, red=51649, ir=57914
